Problem,Win Length,Optimisation Criterion,Opt Routes,Avg Routes,Extra Routes,Times,Dist,Idle,Dels/route,Len Route,Time Route,% Idle
P-n16-k8,13,ROUTES,8,8,0,904,885.0251027,30.2,1.875,59.00167352,60.26666667,0.03340708
P-n16-k8,13,TIME,8,8,0,745.2,710.5114701,0,1.875,47.36743134,49.68,0
P-n16-k8,13,DIST,8,8,0,746.6,696.0063325,2.2,1.875,46.40042216,49.77333333,0.002946692
P-n16-k8,13,IDLE,8,11.8,0.475,1061.9,1036.791948,0,1.271186441,69.11946321,70.79333333,0
P-n19-k2,13,ROUTES,2,2,0,820.4,922.6766149,9.4,9,51.25981194,45.57777778,0.011457825
P-n19-k2,13,TIME,2,2.3,0.15,558.1,580.8408903,0.5,7.826086957,32.26893835,31.00555556,8.96E-04
P-n19-k2,13,DIST,2,2.4,0.2,546.1,519.7651033,30.2,7.5,28.87583907,30.33888889,0.055301227
P-n19-k2,13,IDLE,2,9.9,3.95,1176.8,1207.076014,0,1.818181818,67.05977857,65.37777778,0
P-n20-k2,13,ROUTES,2,2,0,849.1,957.7245786,9.3,9.5,50.40655677,44.68947368,0.010952774
P-n20-k2,13,TIME,2,2,0,587.3,618.1381562,3,9.5,32.53358717,30.91052632,0.005108122
P-n20-k2,13,DIST,2,2.6,0.3,581.7,558.8774,31.5,7.307692308,29.4146,30.61578947,0.054151625
P-n20-k2,13,IDLE,2,11.8,4.9,1288.7,1284.391533,0,1.610169492,67.59955438,67.82631579,0
P-n21-k2,13,ROUTES,2,2,0,886.6,978.2112381,25,10,48.9105619,44.33,0.028197609
P-n21-k2,13,TIME,2,2,0,615,643.846474,11.8,10,32.1923237,30.75,0.019186992
P-n21-k2,13,DIST,2,2.3,0.15,598.3,603.9561154,16.9,8.695652174,30.19780577,29.915,0.028246699
P-n21-k2,13,IDLE,2,11.3,4.65,1282.7,1299.917228,0,1.769911504,64.9958614,64.135,0
P-n22-k2,13,ROUTES,2,2,0,910.8,1028.523653,5.5,10.5,48.97731683,43.37142857,0.006038647
P-n22-k2,13,TIME,2,2.3,0.15,643.5,675.061168,6.1,9.130434783,32.14576991,30.64285714,0.009479409
P-n22-k2,13,DIST,2,2.3,0.15,633.1,625.878958,23.8,9.130434783,29.8037599,30.14761905,0.037592797
P-n22-k2,13,IDLE,2,11.9,4.95,1323.6,1337.596617,0,1.764705882,63.695077,63.02857143,0
P-n22-k8,13,ROUTES,8,8.3,0.0375,1402.7,1507.956373,12.7,2.530120482,71.80744633,66.7952381,0.009053967
P-n22-k8,13,TIME,8,9.3,0.1625,1053.4,1055.567818,7.6,2.258064516,50.26513419,50.16190476,0.007214733
P-n22-k8,13,DIST,8,9.5,0.1875,1091.7,1009.825349,57.9,2.210526316,48.08692138,51.98571429,0.053036549
P-n22-k8,13,IDLE,8,13.6,0.7,1605.7,1635.539388,0,1.544117647,77.88282802,76.46190476,0
P-n23-k8,13,ROUTES,8,9,0.125,1284.7,1317.13912,32.5,2.444444444,59.86996,58.39545455,0.025297735
P-n23-k8,13,TIME,8,9.7,0.2125,1010.6,979.7619463,11.2,2.268041237,44.53463392,45.93636364,0.011082525
P-n23-k8,13,DIST,8,9.8,0.225,1036.6,932.3909041,60.1,2.244897959,42.38140473,47.11818182,0.057978005
P-n23-k8,13,IDLE,8,17.4,1.175,1546.9,1501.725625,0,1.264367816,68.26025567,70.31363636,0
P-n40-k5,13,ROUTES,5,5,0,2121.7,2447.396091,19.9,7.8,62.75374593,54.4025641,0.009379271
P-n40-k5,13,TIME,5,5.2,0.04,1517.5,1651.399878,16.7,7.5,42.34358662,38.91025641,0.011004942
P-n40-k5,13,DIST,5,5.8,0.16,1472.2,1536.058477,44.1,6.724137931,39.38611479,37.74871795,0.029955169
P-n40-k5,13,IDLE,5,26.7,4.34,2687.9,2731.785394,0,1.460674157,70.04577934,68.92051282,0
P-n45-k5,13,ROUTES,5,5,0,2571.1,3020.897882,14.4,8.8,68.65677004,58.43409091,0.005600716
P-n45-k5,13,TIME,5,5,0,1813.5,2014.272424,22.1,8.8,45.77891874,41.21590909,0.01218638
P-n45-k5,13,DIST,5,5.8,0.16,1728.7,1841.287562,38.7,7.586206897,41.8474446,39.28863636,0.022386765
P-n45-k5,13,IDLE,5,27.1,4.42,3027.6,3118.621792,0,1.623616236,70.87776801,68.80909091,0
P-n50-k7,13,ROUTES,7,7,0,2650.5,3065.279336,15,7,62.55672114,54.09183673,0.00565931
P-n50-k7,13,TIME,7,7.8,0.114285714,1926.5,2079.048803,25.4,6.282051282,42.42956741,39.31632653,0.013184532
P-n50-k7,13,DIST,7,9,0.285714286,1882.9,1923.237045,72.8,5.444444444,39.24973561,38.42653061,0.038663763
P-n50-k7,13,IDLE,7,35.4,4.057142857,3231,3243.614487,0,1.384180791,66.19621403,65.93877551,0
P-n50-k8,13,ROUTES,8,9,0.125,2702.1,3092.025572,18.7,5.444444444,63.1025627,55.14489796,0.006920543
P-n50-k8,13,TIME,8,10.2,0.275,1963.5,2083.68221,25.3,4.803921569,42.52412673,40.07142857,0.012885154
P-n50-k8,13,DIST,8,9.8,0.225,1937.8,1982.86604,78.4,5,40.46665387,39.54693878,0.040458252
P-n50-k8,13,IDLE,8,23,1.875,3036.3,3255.622529,0,2.130434783,66.4412761,61.96530612,0
P-n50-k10,13,ROUTES,10,10.1,0.01,2737.4,3097.096523,22.6,4.851485149,63.20605149,55.86530612,0.008256009
P-n50-k10,13,TIME,10,10.9,0.09,2005,2101.805388,30.3,4.495412844,42.89398751,40.91836735,0.015112219
P-n50-k10,13,DIST,10,12.2,0.22,1983.5,1958.509958,97.4,4.016393443,39.96959097,40.47959184,0.049105117
P-n50-k10,13,IDLE,10,37,2.7,3327,3326.291761,0,1.324324324,67.88350532,67.89795918,0
P-n51-k10,13,ROUTES,10,11,0.1,2873.4,3249.970526,26,4.545454545,64.99941053,57.468,0.009048514
P-n51-k10,13,TIME,10,11.9,0.19,2226.1,2375.849246,39,4.201680672,47.51698491,44.522,0.017519429
P-n51-k10,13,DIST,10,14.2,0.42,2183.9,2179.062358,82.3,3.521126761,43.58124716,43.678,0.037684876
P-n51-k10,13,IDLE,10,34.5,2.45,3458.8,3513.308812,0,1.449275362,70.26617624,69.176,0
P-n55-k7,13,ROUTES,7,7,0,2886,3353.787137,11,7.714285714,62.10716921,53.44444444,0.003811504
P-n55-k7,13,TIME,7,7.4,0.057142857,2157.8,2380.920013,16,7.297297297,44.09111134,39.95925926,0.00741496
P-n55-k7,13,DIST,7,9.9,0.414285714,2082.1,2178.842747,47.6,5.454545455,40.34893976,38.55740741,0.022861534
P-n55-k7,13,IDLE,7,45.4,5.485714286,3695.8,3612.855641,0,1.189427313,66.9047341,68.44074074,0
P-n55-k8,13,ROUTES,8,7,-0.125,2912.3,3396.934093,15.2,7.714285714,62.9061869,53.93148148,0.005219243
P-n55-k8,13,TIME,8,7.5,-0.0625,2125.6,2311.058003,23.1,7.2,42.79737042,39.36296296,0.01086752
P-n55-k8,13,DIST,8,9.3,0.1625,2045.1,2102.512904,68.5,5.806451613,38.93542414,37.87222222,0.033494695
P-n55-k8,13,IDLE,8,34,3.25,3461.4,3551.727798,0,1.588235294,65.772737,64.1,0
P-n55-k10,13,ROUTES,10,10,0,3005.9,3414.707126,36.7,5.4,63.23531715,55.66481481,0.012209322
P-n55-k10,13,TIME,10,10.7,0.07,2197.9,2358.747415,24.6,5.046728972,43.68050769,40.70185185,0.011192502
P-n55-k10,13,DIST,10,12.8,0.28,2170.2,2177.117589,82.1,4.21875,40.31699239,40.18888889,0.037830615
P-n55-k10,13,IDLE,10,44.1,3.41,3700.6,3650.69618,0,1.224489796,67.60548481,68.52962963,0
P-n55-k15,13,ROUTES,15,16.8,0.12,3161.7,3462.458433,47.3,3.214285714,64.11960061,58.55,0.014960306
P-n55-k15,13,TIME,15,18.5,0.233333333,2470.7,2512.60227,50.5,2.918918919,46.52967167,45.7537037,0.020439552
P-n55-k15,13,DIST,15,19.6,0.306666667,2451.6,2352.119491,119.7,2.755102041,43.55776835,45.4,0.048825257
P-n55-k15,13,IDLE,15,42.5,1.833333333,3661.9,3629.383907,0,1.270588235,67.21081309,67.81296296,0
P-n60-k10,13,ROUTES,10,10,0,3325.1,3823.214339,28.8,5.9,64.80024303,56.35762712,0.008661394
P-n60-k10,13,TIME,10,11.7,0.17,2526.1,2706.817378,45.4,5.042735043,45.87826064,42.81525424,0.017972368
P-n60-k10,13,DIST,10,12.6,0.26,2505.8,2585.897893,84.2,4.682539683,43.82877785,42.47118644,0.033602043
P-n60-k10,13,IDLE,10,43.8,3.38,4131.3,4157.992052,0,1.347031963,70.47444156,70.0220339,0
P-n60-k15,13,ROUTES,15,15.9,0.06,3494.6,3901.044353,35.1,3.710691824,66.11939581,59.23050847,0.010044068
P-n60-k15,13,TIME,15,18.2,0.213333333,2755.3,2901.733656,38.2,3.241758242,49.18192638,46.7,0.013864189
P-n60-k15,13,DIST,15,18.7,0.246666667,2729.4,2712.020961,108.6,3.155080214,45.96645696,46.26101695,0.039788965
P-n60-k15,13,IDLE,15,42.1,1.806666667,4017.5,4040.685857,0,1.401425178,68.48620096,68.09322034,0
P-n65-k10,13,ROUTES,10,10,0,3708.3,4296.255121,17.7,6.4,67.12898627,57.9421875,0.004773077
P-n65-k10,13,TIME,10,10.9,0.09,2855.4,3126.447856,35.8,5.871559633,48.85074775,44.615625,0.012537648
P-n65-k10,13,DIST,10,14,0.4,2736.8,2821.47346,92.6,4.571428571,44.08552281,42.7625,0.033835136
P-n65-k10,13,IDLE,10,45.4,3.54,4495.8,4546.697396,0,1.40969163,71.04214681,70.246875,0
P-n70-k10,13,ROUTES,10,10.8,0.08,4043.5,4688.898248,29,6.388888889,67.95504707,58.60144928,0.007172004
P-n70-k10,13,TIME,10,11.7,0.17,3095.5,3417.210831,28.5,5.897435897,49.52479465,44.86231884,0.009206913
P-n70-k10,13,DIST,10,13.5,0.35,2999.5,3175.563209,78.1,5.111111111,46.0226552,43.47101449,0.026037673
P-n70-k10,13,IDLE,10,48,3.8,4797.1,4864.677738,0,1.4375,70.50257591,69.52318841,0
P-n76-k4,13,ROUTES,4,5,0.25,4041.9,4774.592339,30.9,15,63.66123119,53.892,0.007644919
P-n76-k4,13,TIME,4,5,0.25,3279.6,3786.698294,20.5,15,50.48931058,43.728,0.006250762
P-n76-k4,13,DIST,4,6.1,0.525,2925.6,3274.609024,30.9,12.29508197,43.66145366,39.008,0.010561936
P-n76-k4,13,IDLE,4,51,11.75,5199.9,5310.653786,0,1.470588235,70.80871714,69.332,0
P-n76-k5,13,ROUTES,5,5.4,0.08,3980.7,4708.155212,16,13.88888889,62.77540283,53.076,0.004019394
P-n76-k5,13,TIME,5,6,0.2,3356.3,3849.641401,20,12.5,51.32855201,44.75066667,0.005958943
P-n76-k5,13,DIST,5,9.6,0.92,3065.9,3398.71473,27.8,7.8125,45.3161964,40.87866667,0.009067484
P-n76-k5,13,IDLE,5,35.5,6.1,4808.3,5133.960924,0,2.112676056,68.45281232,64.11066667,0
P-n101-k4,13,ROUTES,4,6,0.5,4998.2,6007.601864,78,16.66666667,60.07601864,49.982,0.015605618
P-n101-k4,13,TIME,4,7.3,0.825,4554.2,6012.7554,326.4,13.69863014,60.127554,45.542,0.071670107
P-n101-k4,13,DIST,4,7.2,0.8,4182.6,4777.510574,29.6,13.88888889,47.77510574,41.826,0.007076938
P-n101-k4,13,IDLE,4,52.1,12.025,6741.2,7128.823356,0,1.919385797,71.28823356,67.412,0
A-n32-k5,14,ROUTES,5,5,0,3180.9,3767.370681,0,6.2,121.5280865,102.6096774,0
A-n32-k5,14,TIME,5,5.7,0.14,2192.8,2833.707658,135.3,5.438596491,91.40992446,70.73548387,0.061701934
A-n32-k5,14,DIST,5,6.5,0.3,2237.6,2469.14245,0,4.769230769,79.64975644,72.18064516,0
A-n32-k5,14,IDLE,5,16.1,2.22,4428.2,4723.266289,0,1.925465839,152.3634287,142.8451613,0
A-n33-k5,14,ROUTES,5,5,0,2802.1,3346.606991,0,6.4,104.5814685,87.565625,0
A-n33-k5,14,TIME,5,5,0,1739.4,1953.010715,0,6.4,61.03158484,54.35625,0
A-n33-k5,14,DIST,5,6.9,0.38,1711.1,1855.882363,0,4.637681159,57.99632385,53.471875,0
A-n33-k5,14,IDLE,5,14.9,1.98,3244.8,3560.059401,0,2.147651007,111.2518563,101.4,0
A-n33-k6,14,ROUTES,6,6,0,2660.6,3132.717557,0,5.333333333,97.89742365,83.14375,0
A-n33-k6,14,TIME,6,6.4,0.066666667,1832.9,2038.514048,0,5,63.70356401,57.278125,0
A-n33-k6,14,DIST,6,8.9,0.483333333,1863.1,1951.574801,0,3.595505618,60.98671253,58.221875,0
A-n33-k6,14,IDLE,6,19.9,2.316666667,3418.2,3592.031198,0,1.608040201,112.250975,106.81875,0
A-n34-k5,14,ROUTES,5,5,0,3044,3619.946067,0,6.6,109.6953354,92.24242424,0
A-n34-k5,14,TIME,5,5.3,0.06,2070.6,2466.574503,47,6.226415094,74.74468191,62.74545455,0.022698735
A-n34-k5,14,DIST,5,6.4,0.28,2054.3,2258.469971,0,5.15625,68.43848397,62.25151515,0
A-n34-k5,14,IDLE,5,17,2.4,3798.5,4045.937592,0,1.941176471,122.6041694,115.1060606,0
A-n36-k5,14,ROUTES,5,5,0,3199.2,3794.261563,0,7,108.4074732,91.40571429,0
A-n36-k5,14,TIME,5,5.6,0.12,2316,3511.256456,325.4,6.25,100.321613,66.17142857,0.140500864
A-n36-k5,14,DIST,5,6.6,0.32,2402.2,2663.369374,0,5.303030303,76.09626783,68.63428571,0
A-n36-k5,14,IDLE,5,20.9,3.18,4799.1,5037.741251,0,1.674641148,143.9354643,137.1171429,0
A-n37-k5,14,ROUTES,5,5,0,3056.7,3683.847691,0,7.2,102.3291025,84.90833333,0
A-n37-k5,14,TIME,5,5.6,0.12,1863,2360.003516,89.6,6.428571429,65.55565321,51.75,0.048094471
A-n37-k5,14,DIST,5,5.6,0.12,1839.8,2049.046961,0,6.428571429,56.91797114,51.10555556,0
A-n37-k5,14,IDLE,5,16.9,2.38,3464.8,3766.042431,0,2.130177515,104.6122898,96.24444444,0
A-n37-k6,14,ROUTES,6,6,0,3428.3,4029.125107,0,6,111.9201419,95.23055556,0
A-n37-k6,14,TIME,6,7.8,0.3,2549.2,3499.928608,232.8,4.615384615,97.22023911,70.81111111,0.091322768
A-n37-k6,14,DIST,6,7.8,0.3,2508.3,2771.766116,0,4.615384615,76.99350322,69.675,0
A-n37-k6,14,IDLE,6,17.6,1.933333333,4364.1,4683.463269,0,2.045454545,130.0962019,121.225,0
A-n38-k5,14,ROUTES,5,5,0,3175.5,3809.459905,0,7.4,102.9583758,85.82432432,0
A-n38-k5,14,TIME,5,5.5,0.1,2200.8,2645.658396,46.5,6.727272727,71.50428096,59.48108108,0.02112868
A-n38-k5,14,DIST,5,6.8,0.36,2057.6,2277.312559,0,5.441176471,61.54898809,55.61081081,0
A-n38-k5,14,IDLE,5,18.7,2.74,3993.5,4340.622125,0,1.978609626,117.3141115,107.9324324,0
A-n39-k5,14,ROUTES,5,5,0,3418.8,4107.509881,0,7.6,108.0923653,89.96842105,0
A-n39-k5,14,TIME,5,6.5,0.3,2500.6,3404.71432,186.1,5.846153846,89.59774525,65.80526316,0.074422139
A-n39-k5,14,DIST,5,7,0.4,2425.7,2727.279365,0,5.428571429,71.77050961,63.83421053,0
A-n39-k5,14,IDLE,5,19.8,2.96,4369.8,4652.47563,0,1.919191919,122.4335692,114.9947368,0
A-n39-k6,14,ROUTES,6,6,0,3636,4334.240846,0,6.333333333,114.0589696,95.68421053,0
A-n39-k6,14,TIME,6,6.5,0.083333333,2429.4,3153.042401,143.4,5.846153846,82.97480002,63.93157895,0.05902692
A-n39-k6,14,DIST,6,7,0.166666667,2396.5,2665.221733,0,5.428571429,70.13741404,63.06578947,0
A-n39-k6,14,IDLE,6,17.5,1.916666667,4151.2,4531.662903,0,2.171428571,119.2542869,109.2421053,0
A-n44-k7,14,ROUTES,7,6,-0.142857143,3865.7,4570.121677,0,7.166666667,106.2818995,89.9,0
A-n44-k7,14,TIME,7,6.6,-0.057142857,2950.3,3774.64507,141.2,6.515151515,87.78244348,68.61162791,0.04785954
A-n44-k7,14,DIST,7,7,0,2847.8,3196.360248,0,6.142857143,74.33395926,66.22790698,0
A-n44-k7,14,IDLE,7,25.7,2.671428571,5283.3,5519.796991,0,1.673151751,128.3673719,122.8674419,0
A-n45-k6,14,ROUTES,6,6.6,0.1,4350.8,5253.644683,0,6.666666667,119.4010155,98.88181818,0
A-n45-k6,14,TIME,6,7.3,0.216666667,3070.5,3911.812679,136.4,6.02739726,88.90483361,69.78409091,0.044422732
A-n45-k6,14,DIST,6,7.9,0.316666667,2968.4,3331.809247,0,5.569620253,75.72293744,67.46363636,0
A-n45-k6,14,IDLE,6,24.7,3.116666667,5367.7,5751.787163,0,1.781376518,130.7224355,121.9931818,0
A-n45-k7,14,ROUTES,7,7,0,4093.5,4795.181474,0,6.285714286,108.9813971,93.03409091,0
A-n45-k7,14,TIME,7,7.3,0.042857143,3463.6,4128.689273,46.2,6.02739726,93.83384711,78.71818182,0.013338723
A-n45-k7,14,DIST,7,8.7,0.242857143,3407.9,3813.567838,0,5.057471264,86.67199631,77.45227273,0
A-n45-k7,14,IDLE,7,30.2,3.314285714,6425.3,6583.094008,0,1.456953642,149.6157729,146.0295455,0
A-n46-k7,14,ROUTES,7,7,0,4131,4912.094378,0,6.428571429,109.1576528,91.8,0
A-n46-k7,14,TIME,7,7.3,0.042857143,3021.7,3467.43938,0,6.164383562,77.05420845,67.14888889,0
A-n46-k7,14,DIST,7,9.5,0.357142857,2807.3,3084.813145,0,4.736842105,68.55140323,62.38444444,0
A-n46-k7,14,IDLE,7,21.3,2.042857143,4885.2,5276.653211,0,2.112676056,117.2589603,108.56,0
A-n48-k7,14,ROUTES,7,7,0,4516.7,5337.927688,0,6.714285714,113.5729295,96.1,0
A-n48-k7,14,TIME,7,8.1,0.157142857,3620.3,4694.444054,180.4,5.802469136,99.88178837,77.02765957,0.049830125
A-n48-k7,14,DIST,7,7.5,0.071428571,3553.3,4075.401621,0,6.266666667,86.7106728,75.60212766,0
A-n48-k7,14,IDLE,7,29.2,3.171428571,6743.6,7018.753455,0,1.609589041,149.3351799,143.4808511,0
A-n53-k7,14,ROUTES,7,7,0,4623.3,5521.093589,0,7.428571429,106.1748767,88.90961538,0
A-n53-k7,14,TIME,7,8.8,0.257142857,3687.5,4986.672903,281.3,5.909090909,95.89755583,70.91346154,0.076284746
A-n53-k7,14,DIST,7,8.5,0.214285714,3547.4,4018.727581,0,6.117647059,77.28322271,68.21923077,0
A-n53-k7,14,IDLE,7,27.3,2.9,6010,6410.810168,0,1.904761905,123.2848109,115.5769231,0
A-n54-k7,14,ROUTES,7,7,0,5108.8,6105.672986,0,7.571428571,115.2013771,96.39245283,0
A-n54-k7,14,TIME,7,9.5,0.357142857,4079,5656.771026,371.9,5.578947368,106.7315288,76.96226415,0.091174307
A-n54-k7,14,DIST,7,9,0.285714286,3935.5,4504.313915,0,5.888888889,84.987055,74.25471698,0
A-n54-k7,14,IDLE,7,27.6,2.942857143,6795,7231.616269,0,1.920289855,136.44559,128.2075472,0
A-n55-k9,14,ROUTES,9,9,0,4900.5,5879.15549,0,6,108.8732498,90.75,0
A-n55-k9,14,TIME,9,9.7,0.077777778,3570.9,4058.335931,0,5.567010309,75.15436909,66.12777778,0
A-n55-k9,14,DIST,9,10.9,0.211111111,3322.7,3677.068842,0,4.95412844,68.09386744,61.53148148,0
A-n55-k9,14,IDLE,9,27.8,2.088888889,5670.7,6111.755491,0,1.942446043,113.1806572,105.012963,0
A-n60-k9,14,ROUTES,9,9,0,5678,6738.458564,0,6.555555556,114.2111621,96.23728814,0
A-n60-k9,14,TIME,9,9.8,0.088888889,4590,6332.944115,375.1,6.020408163,107.3380358,77.79661017,0.081721133
A-n60-k9,14,DIST,9,10,0.111111111,4452.7,5076.28587,0,5.9,86.03874356,75.46949153,0
A-n60-k9,14,IDLE,9,37.2,3.133333333,7784.5,8087.839239,0,1.586021505,137.082021,131.940678,0
A-n61-k9,14,ROUTES,9,9.9,0.1,4783.8,5673.081354,0,6.060606061,94.5513559,79.73,0
A-n61-k9,14,TIME,9,11,0.222222222,3752.2,4252.589361,0,5.454545455,70.87648934,62.53666667,0
A-n61-k9,14,DIST,9,13.5,0.5,3509,3867.418174,0,4.444444444,64.45696956,58.48333333,0
A-n61-k9,14,IDLE,9,26.4,1.933333333,5598.4,6117.055837,0,2.272727273,101.9509306,93.30666667,0
A-n62-k8,14,ROUTES,8,8,0,5893.1,7037.829329,0,7.625,115.3742513,96.60819672,0
A-n62-k8,14,TIME,8,9.1,0.1375,4559.6,6654.297084,515.6,6.703296703,109.0868374,74.74754098,0.113080095
A-n62-k8,14,DIST,8,9.6,0.2,4988.4,5770.306762,0,6.354166667,94.59519282,81.77704918,0
A-n62-k8,14,IDLE,8,32.8,3.1,8258,8783.182131,0,1.859756098,143.9865923,135.3770492,0
A-n63-k9,14,ROUTES,9,9.4,0.044444444,6377.9,7481.062905,0,6.595744681,120.6623049,102.8693548,0
A-n63-k9,14,TIME,9,10.4,0.155555556,5391.6,7305.799171,418.8,5.961538462,117.8354705,86.96129032,0.077676385
A-n63-k9,14,DIST,9,10.6,0.177777778,5759.4,6546.290881,0,5.849056604,105.5853368,92.89354839,0
A-n63-k9,14,IDLE,9,32.9,2.655555556,9667.2,10231.90376,0,1.88449848,165.0307058,155.9225806,0
A-n63-k10,14,ROUTES,10,10,0,5605,6665.500476,0,6.2,107.5080722,90.40322581,0
A-n63-k10,14,TIME,10,11.1,0.11,4617.9,5596.239819,94.6,5.585585586,90.26193256,74.48225806,0.020485502
A-n63-k10,14,DIST,10,12.4,0.24,4367.5,4920.824679,0,5,79.36813998,70.44354839,0
A-n63-k10,14,IDLE,10,29.2,1.92,6777.7,7356.864979,0,2.123287671,118.6591126,109.3177419,0
A-n64-k9,14,ROUTES,9,9,0,5745.3,6751.974474,0,7,107.174198,91.1952381,0
A-n64-k9,14,TIME,9,10.8,0.2,4741.3,6633.605101,471.1,5.833333333,105.2953191,75.25873016,0.099360935
A-n64-k9,14,DIST,9,10.1,0.122222222,5089.4,5828.296874,0,6.237623762,92.5126488,80.78412698,0
A-n64-k9,14,IDLE,9,32.8,2.644444444,8487.9,8933.37244,0,1.920731707,141.7995625,134.7285714,0
A-n65-k9,14,ROUTES,9,9.8,0.088888889,6108.9,7311.831636,0,6.530612245,114.2473693,95.4515625,0
A-n65-k9,14,TIME,9,11.1,0.233333333,4578.2,5512.352397,94.2,5.765765766,86.13050621,71.534375,0.020575772
A-n65-k9,14,DIST,9,10.5,0.166666667,4248.2,4849.766596,0,6.095238095,75.77760306,66.378125,0
A-n65-k9,14,IDLE,9,24.8,1.755555556,6781.3,7575.324817,0,2.580645161,118.3644503,105.9578125,0
A-n69-k9,14,ROUTES,9,9,0,6128.7,7422.143913,0,7.555555556,109.1491752,90.12794118,0
A-n69-k9,14,TIME,9,11.5,0.277777778,4489,5406.895739,94.3,5.913043478,79.51317263,66.01470588,0.021006906
A-n69-k9,14,DIST,9,12.9,0.433333333,4395.5,4957.509493,0,5.271317829,72.90455137,64.63970588,0
A-n69-k9,14,IDLE,9,34.6,2.844444444,7107.4,7719.863145,0,1.965317919,113.5273992,104.5205882,0
A-n80-k10,14,ROUTES,10,10,0,7674,9185.10152,42.5,7.9,116.2671079,97.13924051,0.005538181
A-n80-k10,14,TIME,10,11,0.1,6408.8,8643.267693,462.7,7.181818182,109.4084518,81.12405063,0.072197603
A-n80-k10,14,DIST,10,10.8,0.08,6845.6,7901.952822,0,7.314814815,100.0247193,86.65316456,0
A-n80-k10,14,IDLE,10,39.7,2.97,11701.6,12404.24073,0,1.989924433,157.0157055,148.121519,0
B-n31-k5,14,ROUTES,5,5,0,2285.6,2580.627834,0,6,86.02092781,76.18666667,0
B-n31-k5,14,TIME,5,5,0,1668.6,1898.248584,48,6,63.27495279,55.62,0.028766631
B-n31-k5,14,DIST,5,5.2,0.04,1684,1768.961231,0,5.769230769,58.96537436,56.13333333,0
B-n31-k5,14,IDLE,5,13.9,1.78,3352.1,3463.97091,0,2.158273381,115.465697,111.7366667,0
B-n34-k5,14,ROUTES,5,5,0,2793,3223.565658,0,6.6,97.6838078,84.63636364,0
B-n34-k5,14,TIME,5,6.1,0.22,2082.3,3254.501192,375.9,5.409836066,98.62124824,63.1,0.180521539
B-n34-k5,14,DIST,5,5.6,0.12,2113.2,2285.095291,0,5.892857143,69.24531186,64.03636364,0
B-n34-k5,14,IDLE,5,18.6,2.72,4488.8,4673.677019,0,1.774193548,141.6265763,136.0242424,0
B-n35-k5,14,ROUTES,5,5,0,3639.2,4655.911918,138.9,6.8,136.9385858,107.0352941,0.038167729
B-n35-k5,14,TIME,5,5.2,0.04,2496.9,3908.744817,423.4,6.538461538,114.9630828,73.43823529,0.169570267
B-n35-k5,14,DIST,5,5.4,0.08,2518.4,2749.275931,0,6.296296296,80.8610568,74.07058824,0
B-n35-k5,14,IDLE,5,18.7,2.74,5801.8,6128.545604,0,1.818181818,180.2513413,170.6411765,0
B-n38-k6,14,ROUTES,6,6,0,3339.3,4040.388452,45.2,6.166666667,109.1996879,90.25135135,0.013535771
B-n38-k6,14,TIME,6,6.1,0.016666667,2238,2592.293683,46.7,6.06557377,70.06199144,60.48648649,0.020866845
B-n38-k6,14,DIST,6,6.2,0.033333333,2147.3,2328.62843,0,5.967741935,62.93590351,58.03513514,0
B-n38-k6,14,IDLE,6,21.6,2.6,4703.3,4918.705214,0,1.712962963,132.9379788,127.1162162,0
B-n39-k5,14,ROUTES,5,5,0,3329.4,4249.253448,92.7,7.6,111.8224592,87.61578947,0.027842855
B-n39-k5,14,TIME,5,5.6,0.12,1895.3,2601.34933,185.5,6.785714286,68.45656131,49.87631579,0.097873688
B-n39-k5,14,DIST,5,5.9,0.18,1831.9,1959.912731,0,6.440677966,51.57665083,48.20789474,0
B-n39-k5,14,IDLE,5,19.2,2.84,4452.9,4817.835001,0,1.979166667,126.7851316,117.1815789,0
B-n41-k6,14,ROUTES,6,6,0,3969.5,4765.141275,0,6.666666667,119.1285319,99.2375,0
B-n41-k6,14,TIME,6,6.6,0.1,2499.8,2792.755547,0,6.060606061,69.81888866,62.495,0
B-n41-k6,14,DIST,6,8.3,0.383333333,2390.6,2573.874706,0,4.819277108,64.34686764,59.765,0
B-n41-k6,14,IDLE,6,26.4,3.4,5261.4,5452.827475,0,1.515151515,136.3206869,131.535,0
B-n43-k6,14,ROUTES,6,6,0,3223.4,3804.615677,0,7,90.58608755,76.74761905,0
B-n43-k6,14,TIME,6,6.1,0.016666667,2485.3,2835.499344,0,6.885245902,67.51188914,59.17380952,0
B-n43-k6,14,DIST,6,6.6,0.1,2288.3,2524.837833,0,6.363636364,60.11518651,54.48333333,0
B-n43-k6,14,IDLE,6,24.4,3.066666667,4476.8,4650.957151,0,1.721311475,110.737075,106.5904762,0
B-n44-k7,14,ROUTES,7,7,0,3853.7,4508.923652,0,6.142857143,104.8586896,89.62093023,0
B-n44-k7,14,TIME,7,7.3,0.042857143,2928.8,3305.359009,0,5.890410959,76.86881417,68.11162791,0
B-n44-k7,14,DIST,7,7.9,0.128571429,2641.1,2883.926898,0,5.443037975,67.06806739,61.42093023,0
B-n44-k7,14,IDLE,7,17.2,1.457142857,4772.9,5195.716054,0,2.5,120.8306059,110.9976744,0
B-n45-k5,14,ROUTES,5,5,0,3809.3,4727.347652,48,8.8,107.4397194,86.575,0.01260074
