Problem,Win Length,Optimisation Criterion,Opt Routes,Avg Routes,Extra Routes,Times,Dist,Idle,Dels/route,Len Route,Time Route,% Idle
A-n80-k10,2,IDLE,10,79,6.9,17037,16730.71287,0,1,211.7811756,215.6582278,0
B-n31-k5,2,ROUTES,5,8.1,0.62,4630.9,2720.106592,2407.4,3.703703704,90.67021973,154.3633333,0.519855752
B-n31-k5,2,TIME,5,9.4,0.88,2875.5,2698.696822,1035.3,3.191489362,89.95656072,95.85,0.360041732
B-n31-k5,2,DIST,5,8.2,0.64,4706.9,2008.700649,2713.2,3.658536585,66.9566883,156.8966667,0.576430347
B-n31-k5,2,IDLE,5,30,5,5400,5283.500043,0,1,176.1166681,180,0
B-n34-k5,2,ROUTES,5,10.4,1.08,5689.1,3561.528761,2416.2,3.173076923,107.925114,172.3969697,0.424706896
B-n34-k5,2,TIME,5,11.4,1.28,3398.4,3075.422923,889.3,2.894736842,93.19463403,102.9818182,0.261681968
B-n34-k5,2,DIST,5,10.7,1.14,5355.6,2711.518032,2715.8,3.08411215,82.1672131,162.2909091,0.507095377
B-n34-k5,2,IDLE,5,33,5.6,6177,6055.265952,0,1,183.4929076,187.1818182,0
B-n35-k5,2,ROUTES,5,11.4,1.28,6483.9,4822.140257,2531.7,2.98245614,141.8276546,190.7029412,0.390459446
B-n35-k5,2,TIME,5,12.4,1.48,4356.8,4315.452417,1600.2,2.741935484,126.9250711,128.1411765,0.367287918
B-n35-k5,2,DIST,5,10.8,1.16,6107.2,3367.762971,2858.3,3.148148148,99.05185208,179.6235294,0.468021352
B-n35-k5,2,IDLE,5,34,5.8,7806,7667.776261,0,1,225.5228312,229.5882353,0
B-n38-k6,2,ROUTES,6,11.9,0.983333333,6174.3,4047.494212,2664.4,3.109243697,109.3917355,166.872973,0.4315307
B-n38-k6,2,TIME,6,14.7,1.45,3695.7,3294.464835,843.9,2.517006803,89.03959012,99.88378378,0.228346457
B-n38-k6,2,DIST,6,11.4,0.9,5572.3,2752.815659,2931.9,3.245614035,74.4004232,150.6027027,0.526156165
B-n38-k6,2,IDLE,6,37,5.166666667,6113,5970.761261,0,1,161.371926,165.2162162,0
B-n39-k5,2,ROUTES,5,12.5,1.5,6131.6,3743.57005,2843.6,3.04,98.51500132,161.3578947,0.463761498
B-n39-k5,2,TIME,5,18.3,2.66,3468.7,3400.079914,1509,2.076502732,89.47578721,91.28157895,0.435033298
B-n39-k5,2,DIST,5,13.5,1.7,5502.1,2288.307145,3220.3,2.814814815,60.21860909,144.7921053,0.585285618
B-n39-k5,2,IDLE,5,38,6.6,5500,5348.803022,0,1,140.7579743,144.7368421,0
B-n41-k6,2,ROUTES,6,14.2,1.366666667,6950,4492.026888,2859.2,2.816901408,112.3006722,173.75,0.411395683
B-n41-k6,2,TIME,6,19.5,2.25,3969.4,3833.087191,1001.1,2.051282051,95.82717976,99.235,0.252204363
B-n41-k6,2,DIST,6,15.4,1.566666667,6358.3,2857.382655,3534.2,2.597402597,71.43456637,158.9575,0.555840398
B-n41-k6,2,IDLE,6,40,5.666666667,6278,6124.614931,0,1,153.1153733,156.95,0
B-n43-k6,2,ROUTES,6,13.6,1.266666667,6565.8,3891.58121,3160.2,3.088235294,92.65669547,156.3285714,0.481312254
B-n43-k6,2,TIME,6,19.2,2.2,3862.5,3425.266595,845.4,2.1875,81.55396655,91.96428571,0.218873786
B-n43-k6,2,DIST,6,14.2,1.366666667,6359.2,2744.095693,3682.1,2.957746479,65.33561173,151.4095238,0.579019374
B-n43-k6,2,IDLE,6,42,6,5764,5599.974347,0,1,133.3327225,137.2380952,0
B-n44-k7,2,ROUTES,7,15.1,1.157142857,7499.4,4795.06477,3122.9,2.847682119,111.5131342,174.4046512,0.41641998
B-n44-k7,2,TIME,7,19.9,1.842857143,4466.7,4138.827403,770.8,2.16080402,96.25180006,103.8767442,0.172565876
B-n44-k7,2,DIST,7,14.9,1.128571429,6898.8,3325.844408,3674.8,2.88590604,77.34521879,160.4372093,0.532672349
B-n44-k7,2,IDLE,7,43,5.142857143,6829,6655.361454,0,1,154.7758478,158.8139535,0
B-n45-k5,2,ROUTES,5,15.5,2.1,7739.5,4792.268201,3772.7,2.838709677,108.9151864,175.8977273,0.48746043
B-n45-k5,2,TIME,5,22.8,3.56,4188.8,3920.442271,690.9,1.929824561,89.10096071,95.2,0.16493984
B-n45-k5,2,DIST,5,15.9,2.18,7104.1,2921.035042,4254,2.767295597,66.38716004,161.4568182,0.598809138
B-n45-k5,2,IDLE,5,44,7.8,5744,5568.807863,0,1,126.5638151,130.5454545,0
B-n45-k6,2,ROUTES,6,14.9,1.483333333,7098,3797.254931,3740.9,2.953020134,86.30124842,161.3181818,0.527035785
B-n45-k6,2,TIME,6,21.8,2.633333333,3830.1,3585.413639,487.7,2.018348624,81.48667361,87.04772727,0.12733349
B-n45-k6,2,DIST,6,15.5,1.583333333,6498.1,2701.040527,3970,2.838709677,61.3872847,147.6840909,0.610947816
B-n45-k6,2,IDLE,6,44,6.333333333,5450,5273.407714,0,1,119.8501753,123.8636364,0
B-n50-k7,2,ROUTES,7,17.4,1.485714286,8119,4748.787574,4121.1,2.816091954,96.91403213,165.6938776,0.507587141
B-n50-k7,2,TIME,7,26.8,2.828571429,4602.5,4503.24943,688.2,1.828358209,91.90304959,93.92857143,0.149527431
B-n50-k7,2,DIST,7,17.9,1.557142857,7470.2,3143.965634,4398,2.737430168,64.16256397,152.4530612,0.588739257
B-n50-k7,2,IDLE,7,49,6,5995,5806.911425,0,1,118.5083964,122.3469388,0
B-n50-k8,2,ROUTES,8,17,1.125,9143.2,5609.165415,4117.9,2.882352941,114.4727636,186.5959184,0.450378423
B-n50-k8,2,TIME,8,17.5,1.1875,5661.5,5075.33976,1920.7,2.8,103.5783625,115.5408163,0.339256381
B-n50-k8,2,DIST,8,18.8,1.35,8937.5,4770.74733,4336.7,2.606382979,97.36219041,182.3979592,0.485225175
B-n50-k8,2,IDLE,8,49,5.125,8783,8597.32173,0,1,175.4555455,179.244898,0
B-n51-k7,2,ROUTES,7,18.4,1.628571429,9080.4,6287.921489,3977,2.717391304,125.7584298,181.608,0.437976301
B-n51-k7,2,TIME,7,23,2.285714286,5752.4,5536.45685,1332.3,2.173913043,110.729137,115.048,0.231607677
B-n51-k7,2,DIST,7,19.6,1.8,8849.4,4294.340935,4930.9,2.551020408,85.88681869,176.988,0.557201618
B-n51-k7,2,IDLE,7,50,6.142857143,8358,8164.491966,0,1,163.2898393,167.16,0
B-n52-k7,2,ROUTES,7,18.3,1.614285714,9105.2,5381.075521,4328,2.786885246,105.5112847,178.5333333,0.475332777
B-n52-k7,2,TIME,7,28.3,3.042857143,4999.8,4524.866489,876.5,1.802120141,88.72287232,98.03529412,0.175307012
B-n52-k7,2,DIST,7,20.8,1.971428571,7961.7,3448.550309,4533.7,2.451923077,67.61863351,156.1117647,0.569438688
B-n52-k7,2,IDLE,7,51,6.285714286,7049,6852.288678,0,1,134.3586015,138.2156863,0
B-n56-k7,2,ROUTES,7,20,1.857142857,9617,5661.464476,4951.6,2.75,102.9357177,174.8545455,0.5148799
B-n56-k7,2,TIME,7,35.6,4.085714286,5086.9,4705.61884,838.5,1.54494382,85.55670618,92.48909091,0.164835165
B-n56-k7,2,DIST,7,22.6,2.228571429,8489.4,3331.461105,5143.5,2.433628319,60.5720201,154.3527273,0.605873207
B-n56-k7,2,IDLE,7,55,6.857142857,6849,6639.653304,0,1,120.7209692,124.5272727,0
B-n57-k7,2,ROUTES,7,21.3,2.042857143,11066.6,7645.540983,4801,2.629107981,136.5275176,197.6178571,0.433827915
B-n57-k7,2,TIME,7,24,2.428571429,7143.2,6906.569169,2543.5,2.333333333,123.3315923,127.5571429,0.356072909
B-n57-k7,2,DIST,7,20.2,1.885714286,9944.5,5512.801002,4818.8,2.772277228,98.44287504,177.5803571,0.48456936
B-n57-k7,2,IDLE,7,56,7,10782,10563.28224,0,1,188.63004,192.5357143,0
B-n57-k9,2,ROUTES,9,20.1,1.233333333,11841.8,7713.822986,4813.9,2.786069652,137.746839,211.4607143,0.40651759
B-n57-k9,2,TIME,9,18,1,8124.8,6694.642015,2314.9,3.111111111,119.5471788,145.0857143,0.284917783
B-n57-k9,2,DIST,9,20.9,1.322222222,11800.5,7290.866845,5210.2,2.679425837,130.1940508,210.7232143,0.441523664
B-n57-k9,2,IDLE,9,56,5.222222222,13424,13204.18848,0,1,235.78908,239.7142857,0
B-n63-k10,2,ROUTES,10,23.3,1.33,12403,8703.035075,4878.4,2.660944206,140.3715335,200.0483871,0.393324196
B-n63-k10,2,TIME,10,24.1,1.41,8455.6,7479.986242,2009.8,2.572614108,120.6449394,136.3806452,0.237688632
B-n63-k10,2,DIST,10,25.5,1.55,11992.3,7109.371341,5363.7,2.431372549,114.6672797,193.4241935,0.447261993
B-n63-k10,2,IDLE,10,62,5.2,12748,12508.84719,0,1,201.7555998,205.6129032,0
B-n64-k9,2,ROUTES,9,22.9,1.544444444,10873.8,5824.768064,5577.2,2.751091703,92.45663594,172.6,0.512902573
B-n64-k9,2,TIME,9,43.2,3.8,6095.9,5682.236314,722.9,1.458333333,90.1942272,96.76031746,0.118587903
B-n64-k9,2,DIST,9,24.1,1.677777778,10612.9,3955.199277,6711.1,2.614107884,62.7809409,168.4587302,0.63235308
B-n64-k9,2,IDLE,9,63,6,7057,6805.39191,0,1,108.0220938,112.015873,0
B-n66-k9,2,ROUTES,9,24.4,1.711111111,12907.1,7508.407012,5915.2,2.663934426,115.513954,198.5707692,0.458290398
B-n66-k9,2,TIME,9,26.5,1.944444444,8200,6967.27852,1894.9,2.452830189,107.1889003,126.1538462,0.231085366
B-n66-k9,2,DIST,9,25.1,1.788888889,12531.2,6581.918352,6228.9,2.589641434,101.2602823,192.7876923,0.49707131
B-n66-k9,2,IDLE,9,65,6.222222222,11469,11212.05729,0,1,172.4931891,176.4461538,0
B-n67-k10,2,ROUTES,10,24.4,1.44,11558.3,6380.526863,5749.6,2.704918033,96.67464944,175.1257576,0.497443396
B-n67-k10,2,TIME,10,40.2,3.02,6473.7,6090.927301,792.5,1.641791045,92.28677729,98.08636364,0.122418401
B-n67-k10,2,DIST,10,25.1,1.51,10477.3,4681.879525,5948.3,2.629482072,70.93756856,158.7469697,0.567732145
B-n67-k10,2,IDLE,10,66,5.6,8126,7857.001521,0,1,119.0454776,123.1212121,0
B-n68-k9,2,ROUTES,9,25.5,1.833333333,13505.2,8562.809019,5880,2.62745098,127.8031197,201.5701493,0.435387851
B-n68-k9,2,TIME,9,27.4,2.044444444,8597.4,7200.09284,1990.7,2.445255474,107.4640722,128.319403,0.231546747
B-n68-k9,2,DIST,9,27.9,2.1,12407.6,6834.777095,5879.5,2.401433692,102.0115984,185.1880597,0.473862794
B-n68-k9,2,IDLE,9,67,6.444444444,12059,11788.21686,0,1,175.9435353,179.9850746,0
B-n78-k10,2,ROUTES,10,29.6,1.96,14224.5,8307.776019,6595.2,2.601351351,107.893195,184.7337662,0.463650743
B-n78-k10,2,TIME,10,47.5,3.75,8578.1,8180.959742,1477.7,1.621052632,106.2462304,111.4038961,0.172264254
B-n78-k10,2,DIST,10,29.4,1.94,13572.5,6499.393059,7383.9,2.619047619,84.40770207,176.2662338,0.544033892
B-n78-k10,2,IDLE,10,77,6.7,10995,10693.13647,0,1,138.8719022,142.7922078,0
P-n16-k8,2,ROUTES,8,8,0,2089.4,855.9506947,1226.7,1.875,57.06337964,139.2933333,0.587106346
P-n16-k8,2,TIME,8,10,0.25,890.3,845.3275519,19.8,1.5,56.35517013,59.35333333,0.022239694
P-n16-k8,2,DIST,8,8,0,2290,697.8112452,1546.1,1.875,46.52074968,152.6666667,0.675152838
P-n16-k8,2,IDLE,8,14.8,0.85,1194.1,1136.482622,0,1.013513514,75.76550813,79.60666667,0
P-n19-k2,2,ROUTES,2,3.9,0.95,1969.2,914.8048499,1127.4,4.615384615,50.82249166,109.4,0.572516758
P-n19-k2,2,TIME,2,4.8,1.4,886.2,878.7695289,56.7,3.75,48.82052938,49.23333333,0.063981043
P-n19-k2,2,DIST,2,4.4,1.2,2109.6,661.4944447,1452.1,4.090909091,36.74969137,117.2,0.688329541
P-n19-k2,2,IDLE,2,17.9,7.95,1507.3,1436.56511,0,1.005586592,79.8091728,83.73888889,0
P-n20-k2,2,ROUTES,2,3.8,0.9,1915,903.35317,1076.7,5,47.54490368,100.7894737,0.562245431
P-n20-k2,2,TIME,2,6.8,2.4,927.2,858.7880777,75,2.794117647,45.19937251,48.8,0.080888697
P-n20-k2,2,DIST,2,4.8,1.4,2074.5,670.7974097,1398.4,3.958333333,35.30512683,109.1842105,0.674090142
P-n20-k2,2,IDLE,2,19,8.5,1609,1532.5543,0,1,80.66075261,84.68421053,0
P-n21-k2,2,ROUTES,2,4.2,1.1,2153.5,955.6212438,1276.5,4.761904762,47.78106219,107.675,0.592755979
P-n21-k2,2,TIME,2,6.6,2.3,1011.2,984.4781956,65.6,3.03030303,49.22390978,50.56,0.064873418
P-n21-k2,2,DIST,2,5.5,1.75,2242,721.8095071,1516.9,3.636363636,36.09047535,112.1,0.676583408
P-n21-k2,2,IDLE,2,20,9,1642,1562.5543,0,1,78.12771498,82.1,0
P-n22-k2,2,ROUTES,2,4.6,1.3,2360,1077.536632,1366,4.565217391,51.3112682,112.3809524,0.578813559
P-n22-k2,2,TIME,2,8.4,3.2,1091,1076.980703,36.4,2.5,51.28479539,51.95238095,0.033363886
P-n22-k2,2,DIST,2,5.6,1.8,2640.3,738.8093986,1901.1,3.75,35.18139993,125.7285714,0.720031815
P-n22-k2,2,IDLE,2,21,9.5,1725,1641.071814,0,1,78.14627684,82.14285714,0
P-n22-k8,2,ROUTES,8,9.1,0.1375,3281.1,1399.397311,1953.2,2.307692308,66.63796718,156.2428571,0.595288166
P-n22-k8,2,TIME,8,12.4,0.55,1343,1302.973069,36.9,1.693548387,62.04633662,63.95238095,0.0274758
P-n22-k8,2,DIST,8,10.8,0.35,2999.4,1061.829438,1901.3,1.944444444,50.56330659,142.8285714,0.633893445
P-n22-k8,2,IDLE,8,20.7,1.5875,1827.4,1743.18561,0,1.014492754,83.00883859,87.01904762,0
P-n23-k8,2,ROUTES,8,9.9,0.2375,2944.7,1322.692214,1674.3,2.222222222,60.12237336,133.85,0.56858084
P-n23-k8,2,TIME,8,12.8,0.6,1239.6,1215.083594,7.1,1.71875,55.23107247,56.34545455,0.005727654
P-n23-k8,2,DIST,8,10.7,0.3375,3055.5,966.7624541,2053.6,2.056074766,43.94374791,138.8863636,0.672099493
P-n23-k8,2,IDLE,8,21.8,1.725,1728.9,1640.638509,0,1.009174312,74.5744777,78.58636364,0
P-n40-k5,2,ROUTES,5,11.9,1.38,5271.5,2392.583118,3076.3,3.277310924,61.34828507,135.1666667,0.583572038
P-n40-k5,2,TIME,5,25.5,4.1,2440.5,2334.808552,96.3,1.529411765,59.86688595,62.57692308,0.039459127
P-n40-k5,2,DIST,5,13.3,1.66,5364.9,1639.434027,3735.7,2.932330827,42.03676993,137.5615385,0.696322392
P-n40-k5,2,IDLE,5,39,6.8,2949,2792.723661,0,1,71.608299,75.61538462,0
P-n45-k5,2,ROUTES,5,14.2,1.84,6250.7,2790.087487,3690.1,3.098591549,63.41107926,142.0613636,0.590349881
P-n45-k5,2,TIME,5,29,4.8,2939.7,2784.222964,140.1,1.517241379,63.27779463,66.81136364,0.047657924
P-n45-k5,2,DIST,5,15.3,2.06,6216.2,2016.781192,4241.8,2.875816993,45.83593619,141.2772727,0.682378302
P-n45-k5,2,IDLE,5,44,7.8,3458,3283.696951,0,1,74.62947617,78.59090909,0
P-n50-k7,2,ROUTES,7,16.5,1.357142857,6805,3084.37291,3995.1,2.96969697,62.94638592,138.877551,0.587083027
P-n50-k7,2,TIME,7,35.9,4.128571429,3203.3,3019.316337,144.1,1.364902507,61.61870075,65.37346939,0.044984859
P-n50-k7,2,DIST,7,17.6,1.514285714,7008.5,2092.413041,4932.3,2.784090909,42.70230697,143.0306122,0.70375972
P-n50-k7,2,IDLE,7,49,6,3543,3348.830747,0,1,68.34348463,72.30612245,0
P-n50-k8,2,ROUTES,8,16.1,1.0125,6941.5,2947.77198,4238.6,3.043478261,60.15861184,141.6632653,0.610617302
P-n50-k8,2,TIME,8,37.4,3.675,3286.4,3116.640309,119.8,1.310160428,63.60490426,67.06938776,0.036453262
P-n50-k8,2,DIST,8,17.5,1.1875,7300.1,2077.312739,5237,2.8,42.39413754,148.9816327,0.717387433
P-n50-k8,2,IDLE,8,49,5.125,3543,3348.830747,0,1,68.34348463,72.30612245,0
P-n50-k10,2,ROUTES,10,17.1,0.71,7119.3,3007.937258,4356.5,2.865497076,61.38647465,145.2918367,0.611928139
P-n50-k10,2,TIME,10,35.8,2.58,3210.3,3042.824563,136.3,1.368715084,62.09846046,65.51632653,0.042457091
P-n50-k10,2,DIST,10,19.2,0.92,7513.6,2102.837161,5394.5,2.552083333,42.91504411,153.3387755,0.717964757
P-n50-k10,2,IDLE,10,49,3.9,3543,3348.830747,0,1,68.34348463,72.30612245,0
P-n51-k10,2,ROUTES,10,17,0.7,7337.7,3144.09293,4437.7,2.941176471,62.8818586,146.754,0.60478079
P-n51-k10,2,TIME,10,35.7,2.57,3350.7,3196.761081,126.2,1.400560224,63.93522162,67.014,0.037663772
P-n51-k10,2,DIST,10,18.6,0.86,7626.2,2319.227315,5329.8,2.688172043,46.3845463,152.524,0.698880176
P-n51-k10,2,IDLE,10,50,4,3802,3603.521459,0,1,72.07042918,76.04,0
P-n55-k7,2,ROUTES,7,18.1,1.585714286,7976.9,3329.621127,4922.9,2.983425414,61.65965049,147.7203704,0.617144505
P-n55-k7,2,TIME,7,42.5,5.071428571,3627.1,3454.467358,100.4,1.270588235,63.97161774,67.16851852,0.027680516
P-n55-k7,2,DIST,7,19,1.714285714,8324.7,2333.895679,6018.7,2.842105263,43.22029034,154.1611111,0.722993021
P-n55-k7,2,IDLE,7,54,6.714285714,3876,3662.50841,0,1,67.82422982,71.77777778,0
P-n55-k8,2,ROUTES,8,17.5,1.1875,7916.1,3315.782217,4872.3,3.085714286,61.40337438,146.5944444,0.615492477
P-n55-k8,2,TIME,8,41.4,4.175,3635.6,3371.852761,196,1.304347826,62.44171779,67.32592593,0.053911321
P-n55-k8,2,DIST,8,20.1,1.5125,8075.1,2394.616067,5700.7,2.686567164,44.34474197,149.5388889,0.705960298
P-n55-k8,2,IDLE,8,54,5.75,3876,3662.50841,0,1,67.82422982,71.77777778,0
P-n55-k10,2,ROUTES,10,18.2,0.82,8178.3,3206.388001,5224.8,2.967032967,59.37755557,151.45,0.638861377
P-n55-k10,2,TIME,10,41.2,3.12,3590.9,3364.134066,168.5,1.310679612,62.29877899,66.49814815,0.046924169
P-n55-k10,2,DIST,10,19.3,0.93,8208.7,2323.563135,5908.6,2.797927461,43.02894694,152.012963,0.719797288
P-n55-k10,2,IDLE,10,54,4.4,3876,3662.50841,0,1,67.82422982,71.77777778,0
P-n55-k15,2,ROUTES,15,21.8,0.453333333,8109.5,3336.769583,4986.3,2.47706422,61.79202932,150.1759259,0.614871447
P-n55-k15,2,TIME,15,41.2,1.746666667,3566.9,3354.996897,135.4,1.310679612,62.12957217,66.0537037,0.037960133
P-n55-k15,2,DIST,15,24.6,0.64,8386.8,2452.090195,5887.4,2.195121951,45.40907768,155.3111111,0.70198407
P-n55-k15,2,IDLE,15,54,2.6,3876,3662.50841,0,1,67.82422982,71.77777778,0
P-n60-k10,2,ROUTES,10,20.2,1.02,8915.7,3650.968326,5533.5,2.920792079,61.88081909,151.1135593,0.620646724
P-n60-k10,2,TIME,10,47,3.7,4142,3859.195119,188.8,1.255319149,65.41008677,70.20338983,0.045581845
P-n60-k10,2,DIST,10,21.6,1.16,8972.7,2726.291835,6275.3,2.731481481,46.20833619,152.079661,0.699376999
P-n60-k10,2,IDLE,10,59,4.9,4391,4157.896323,0,1,70.47281903,74.42372881,0
P-n60-k15,2,ROUTES,15,22.7,0.513333333,9020.4,3875.566407,5425,2.599118943,65.68756622,152.8881356,0.601414571
P-n60-k15,2,TIME,15,46.9,2.126666667,4130.5,3931.176435,126.5,1.257995736,66.63010907,70.00847458,0.030625832
P-n60-k15,2,DIST,15,25.4,0.693333333,8404.4,2732.479427,5651.2,2.322834646,46.31321063,142.4474576,0.67240969
P-n60-k15,2,IDLE,15,59,2.933333333,4393,4161.063309,0,1,70.52649676,74.45762712,0
P-n65-k10,2,ROUTES,10,22.6,1.26,9677.2,4202.780718,5822,2.831858407,65.66844872,151.20625,0.601620303
P-n65-k10,2,TIME,10,54.8,4.48,4700.8,4427.8324,132.1,1.167883212,69.18488126,73.45,0.0281016
P-n65-k10,2,DIST,10,24.6,1.46,9455.3,3090.50941,6415.6,2.601626016,48.28920953,147.7390625,0.678518926
P-n65-k10,2,IDLE,10,64,5.4,4908,4656.765569,0,1,72.76196202,76.6875,0
P-n70-k10,2,ROUTES,10,24,1.4,10600,4542.047901,6462.2,2.875,65.82678118,153.6231884,0.609641509
P-n70-k10,2,TIME,10,56,4.6,5068.8,4785.957774,173.2,1.232142857,69.36170687,73.46086957,0.034169823
P-n70-k10,2,DIST,10,27.9,1.79,10753.8,3323.744078,7464.4,2.47311828,48.17020403,155.8521739,0.694117428
P-n70-k10,2,IDLE,10,69,5.9,5283,5010.424999,0,1,72.61485505,76.56521739,0
P-n76-k4,2,ROUTES,4,26.7,5.675,11528,4917.796517,7021.9,2.808988764,65.57062023,153.7066667,0.609116933
P-n76-k4,2,TIME,4,66.9,15.725,5568.1,5270.495402,118.1,1.121076233,70.27327203,74.24133333,0.021210108
P-n76-k4,2,DIST,4,30.3,6.575,11616.4,3733.68168,7939,2.475247525,49.7824224,154.8853333,0.683430323
P-n76-k4,2,IDLE,4,75,17.75,5739,5446.285183,0,1,72.61713577,76.52,0
P-n76-k5,2,ROUTES,5,25.9,4.18,11126.1,5068.758851,6514.2,2.895752896,67.58345134,148.348,0.585488176
P-n76-k5,2,TIME,5,65.4,12.08,5568.1,5244.981682,154,1.146788991,69.93308909,74.24133333,0.027657549
P-n76-k5,2,DIST,5,27.8,4.56,11381.2,3727.008682,7757.3,2.697841727,49.6934491,151.7493333,0.681588936
P-n76-k5,2,IDLE,5,75,14,5739,5446.285183,0,1,72.61713577,76.52,0
P-n101-k4,2,ROUTES,4,35.6,7.9,14858.9,6682.28726,8756.7,2.808988764,66.8228726,148.589,0.58932357
P-n101-k4,2,TIME,4,94,22.5,7696.6,7329.600043,55.9,1.063829787,73.29600043,76.966,0.007262947
P-n101-k4,2,DIST,4,37.7,8.425,14906.5,5269.845192,9831.4,2.652519894,52.69845192,149.065,0.659537786
P-n101-k4,2,IDLE,4,100,24,7874,7484.133932,0,1,74.84133932,78.74,0
A-n32-k5,3,ROUTES,5,9.5,0.9,5077.8,3870.2078,1574.8,3.263157895,124.8454129,163.8,0.31013431
A-n32-k5,3,TIME,5,11.8,1.36,3146.3,3295.50348,803.6,2.627118644,106.3065639,101.4935484,0.255411118
A-n32-k5,3,DIST,5,9.9,0.98,4853.7,2669.189123,2275.2,3.131313131,86.10287493,156.5709677,0.468755795
A-n32-k5,3,IDLE,5,31,5.2,5731,5611.136852,0,1,181.0044146,184.8709677,0
A-n33-k5,3,ROUTES,5,8.8,0.76,4542.1,3160.197159,1803.2,3.636363636,98.75616121,141.940625,0.396996984
A-n33-k5,3,TIME,5,13.6,1.72,2548.2,2494.131652,205,2.352941176,77.94161411,79.63125,0.080448944
A-n33-k5,3,DIST,5,10.2,1.04,4000.1,2069.268275,2058.5,3.137254902,64.66463361,125.003125,0.514612135
A-n33-k5,3,IDLE,5,32,5.4,4050,3928.016512,0,1,122.750516,126.5625,0
A-n33-k6,3,ROUTES,6,9.1,0.516666667,4483.8,2990.031161,1964,3.516483516,93.43847378,140.11875,0.438021321
A-n33-k6,3,TIME,6,14.6,1.433333333,2515.2,2584.881476,479.3,2.191780822,80.77754613,78.6,0.190561387
A-n33-k6,3,DIST,6,11.5,0.916666667,4447.5,2096.373748,2416,2.782608696,65.51167962,138.984375,0.543226532
A-n33-k6,3,IDLE,6,32,4.333333333,3944,3816.139836,0,1,119.2543699,123.25,0
A-n34-k5,3,ROUTES,5,9.3,0.86,5131.4,3572.004973,1938.5,3.548387097,108.2425749,155.4969697,0.377772148
A-n34-k5,3,TIME,5,12,1.4,2935.9,2906.555542,492.6,2.75,88.07744067,88.96666667,0.167785006
A-n34-k5,3,DIST,5,9.7,0.94,4488.8,2345.511819,2236.2,3.402061856,71.07611572,136.0242424,0.498173231
A-n34-k5,3,IDLE,5,33,5.6,4869,4732.698995,0,1,143.4151211,147.5454545,0
A-n36-k5,3,ROUTES,5,10.5,1.1,5485.4,4274.406369,1849.1,3.333333333,122.1258963,156.7257143,0.337094834
A-n36-k5,3,TIME,5,12.4,1.48,3399.3,3563.835048,696.3,2.822580645,101.8238585,97.12285714,0.20483629
A-n36-k5,3,DIST,5,10.6,1.12,4970.2,2878.850503,2261.6,3.301886792,82.2528715,142.0057143,0.455031991
A-n36-k5,3,IDLE,5,35,6,5985,5844.826674,0,1,166.9950478,171,0
A-n37-k5,3,ROUTES,5,10.4,1.08,5300.7,3396.633162,2325,3.461538462,94.35092116,147.2416667,0.438621314
A-n37-k5,3,TIME,5,14.3,1.86,2883.3,2933.850177,446.6,2.517482517,81.49583825,80.09166667,0.154891964
A-n37-k5,3,DIST,5,11.6,1.32,4534.6,2356.07771,2326.8,3.103448276,65.44660307,125.9611111,0.513121334
A-n37-k5,3,IDLE,5,36,6.2,4282,4133.545296,0,1,114.8207027,118.9444444,0
A-n37-k6,3,ROUTES,6,10.7,0.783333333,5412.6,3844.846876,1914.4,3.364485981,106.8013021,150.35,0.353693234
A-n37-k6,3,TIME,6,14.3,1.383333333,3497.5,3333.069408,347.8,2.517482517,92.58526134,97.15277778,0.099442459
A-n37-k6,3,DIST,6,11.4,0.9,5332.1,2895.431085,2579,3.157894737,80.42864125,148.1138889,0.48367435
A-n37-k6,3,IDLE,6,36,5,5862,5718.268525,0,1,158.8407924,162.8333333,0
A-n38-k5,3,ROUTES,5,10.6,1.12,5520.7,3770.670866,2737.8,3.490566038,101.9100234,149.2081081,0.495915373
A-n38-k5,3,TIME,5,17.3,2.46,3165.5,3486.803187,747.9,2.138728324,94.23792396,85.55405405,0.236265993
A-n38-k5,3,DIST,5,11.9,1.38,5103.3,2541.644605,2647.9,3.109243697,68.69309745,137.927027,0.518860345
A-n38-k5,3,IDLE,5,37,6.4,4757,4612.980379,0,1,124.6751454,128.5675676,0
A-n39-k5,3,ROUTES,5,11,1.2,5811.1,3988.7252,2221.1,3.454545455,104.9664526,152.9236842,0.382216792
A-n39-k5,3,TIME,5,15.8,2.16,3607,3446.285404,388.9,2.405063291,90.69172116,94.92105263,0.107818131
A-n39-k5,3,DIST,5,12.8,1.56,5377.8,2895.962318,2616.7,2.96875,76.20953467,141.5210526,0.486574436
A-n39-k5,3,IDLE,5,38,6.6,5572,5427.382144,0,1,142.8258459,146.6315789,0
A-n39-k6,3,ROUTES,6,12,1,5709.4,4156.831626,2307.5,3.166666667,109.3903059,150.2473684,0.404158055
A-n39-k6,3,TIME,6,18.4,2.066666667,3615.2,3602.797808,476.8,2.065217391,94.81046864,95.13684211,0.131887586
A-n39-k6,3,DIST,6,13.3,1.216666667,5850.4,2895.74098,3114.9,2.857142857,76.20370999,153.9578947,0.532425133
A-n39-k6,3,IDLE,6,38,5.333333333,5390,5233.920694,0,1,137.7347551,141.8421053,0
A-n44-k7,3,ROUTES,7,12.4,0.771428571,6635.1,4442.158672,2615,3.467741935,103.3060156,154.3046512,0.39411614
