prob,size,demand,avg bags,winlen,dist,time,costDel,getRoutes,getCost,dels/route,loadFactor
A-n69-k9.vrp,69,845,12,1,5402.986625,8975,7.142188681,22,6035.149435,3,38.40909091
A-n69-k9.vrp,69,845,12,1,5358.234504,9147,7.370785133,23,6228.313437,3,36.73913043
A-n69-k9.vrp,69,845,12,14,4719.622466,4113,3.567805714,10,3014.795829,6,84.5
A-n69-k9.vrp,69,845,12,14,4876.003238,4188,3.413127076,9,2884.092379,7,93.88888889
A-n69-k9.vrp,69,845,12,14,4641.763638,4174,3.959628811,12,3345.886346,5,70.41666667
A-n69-k9.vrp,69,845,12,14,4671.107055,4118,3.950437308,12,3338.119525,5,70.41666667
A-n69-k9.vrp,69,845,12,14,5495.017349,3800,3.601085242,10,3042.91703,6,84.5
A-n69-k9.vrp,69,845,12,14,5762.227404,3924,3.47334983,9,2934.980606,7,93.88888889
A-n80-k10.vrp,80,942,11,1,9481.254759,11718,8.366143107,27,7880.906807,2,34.88888889
A-n80-k10.vrp,80,942,11,1,9104.626057,12048,8.215330413,26,7738.841249,3,36.23076923
A-n80-k10.vrp,80,942,11,1,9082.807888,13122,8.614743655,27,8115.088523,2,34.88888889
A-n80-k10.vrp,80,942,11,1,9382.888224,11778,8.192566796,26,7717.397922,3,36.23076923
A-n80-k10.vrp,80,942,11,1,9522.320816,11596,8.345341333,27,7861.311536,2,34.88888889
A-n80-k10.vrp,80,942,11,1,9606.63618,11625,8.187873071,26,7712.976433,3,36.23076923
A-n80-k10.vrp,80,942,11,1,9467.203588,11807,8.035098535,25,7569.06282,3,37.68
A-n80-k10.vrp,80,942,11,1,9399.349493,11597,8.504377803,28,8011.123891,2,33.64285714
A-n80-k10.vrp,80,942,11,1,9697.295989,11322,8.831192814,30,8318.983631,2,31.4
A-n80-k10.vrp,80,942,11,1,9313.79722,11759,8.354049124,27,7869.514275,2,34.88888889
A-n80-k10.vrp,80,942,11,14,7215.358378,6202,3.953924554,10,3724.59693,8,94.2
A-n80-k10.vrp,80,942,11,14,7076.301579,6209,3.938139368,10,3709.727285,8,94.2
A-n80-k10.vrp,80,942,11,14,6928.650365,6145,4.080310077,11,3843.652093,7,85.63636364
A-n80-k10.vrp,80,942,11,14,7432.745905,5428,3.816593706,10,3595.231271,8,94.2
A-n80-k10.vrp,80,942,11,14,7225.435582,6169,3.948169812,10,3719.175963,8,94.2
B-n31-k5.vrp,31,412,13,1,2157.269725,2876,4.795146985,7,1975.600558,4,58.85714286
B-n31-k5.vrp,31,412,13,1,1979.358261,2933,4.374235234,6,1802.184917,5,68.66666667
B-n31-k5.vrp,31,412,13,1,1852.807444,2980,3.963054541,5,1632.778471,6,82.4
B-n31-k5.vrp,31,412,13,1,1792.479326,3151,4.028932236,5,1659.920081,6,82.4
B-n31-k5.vrp,31,412,13,1,1702.232847,3093,4.373206901,6,1801.761243,5,68.66666667
B-n31-k5.vrp,31,412,13,1,2410.895452,2787,4.425909631,6,1823.474768,5,68.66666667
B-n31-k5.vrp,31,412,13,14,1308.655282,1319,3.002215213,5,1236.912668,6,82.4
B-n34-k5.vrp,34,457,13,1,3025.646978,3574,5.927353822,10,2708.800696,3,45.7
B-n34-k5.vrp,34,457,13,1,2851.342267,3737,5.954063556,10,2721.007045,3,45.7
B-n34-k5.vrp,34,457,13,1,2691.70611,4257,5.423040733,8,2478.329615,4,57.125
B-n34-k5.vrp,34,457,13,1,2429.589629,4263,5.358560146,8,2448.861987,4,57.125
B-n34-k5.vrp,34,457,13,1,2405.762927,4531,5.469746745,8,2499.674262,4,57.125
B-n34-k5.vrp,34,457,13,1,2554.908006,4163,5.705742312,9,2607.524237,3,50.77777778
B-n34-k5.vrp,34,457,13,1,3036.068151,3748,5.647308476,9,2580.819974,3,50.77777778
B-n34-k5.vrp,34,457,13,1,2644.718974,3756,5.55061733,9,2536.63212,3,50.77777778
B-n34-k5.vrp,34,457,13,1,2642.453459,4009,5.660759419,9,2586.967055,3,50.77777778
B-n34-k5.vrp,34,457,13,14,1971.818686,1834,3.101756644,5,1417.502786,6,91.4
B-n34-k5.vrp,34,457,13,14,2736.954267,1418,3.115587854,5,1423.823649,6,91.4
B-n35-k5.vrp,35,437,12,1,4227.198013,3972,7.453048438,12,3256.982168,2,36.41666667
B-n35-k5.vrp,35,437,12,1,2987.638806,5857,6.858017712,9,2996.95374,3,48.55555556
B-n35-k5.vrp,35,437,12,1,3449.891343,4973,6.57720203,9,2874.237287,3,48.55555556
B-n35-k5.vrp,35,437,12,1,3292.968662,5053,6.94708772,10,3035.877333,3,43.7
B-n35-k5.vrp,35,437,12,1,3365.667029,4855,7.251219777,11,3168.783042,3,39.72727273
B-n35-k5.vrp,35,437,12,1,3348.31003,4795,7.594398795,12,3318.752274,2,36.41666667
B-n35-k5.vrp,35,437,12,1,3273.382827,5315,7.812324464,12,3413.985791,2,36.41666667
B-n35-k5.vrp,35,437,12,1,3493.028301,4497,7.121474396,11,3112.084311,3,39.72727273
B-n35-k5.vrp,35,437,12,1,3277.333622,5022,7.679286118,12,3355.848034,2,36.41666667
B-n35-k5.vrp,35,437,12,1,3723.259161,4197,6.295243299,9,2751.021322,3,48.55555556
B-n35-k5.vrp,35,437,12,1,3781.991666,4138,6.659251773,10,2910.093025,3,43.7
B-n35-k5.vrp,35,437,12,1,4219.92985,3870,7.779706619,13,3399.731792,2,33.61538462
B-n35-k5.vrp,35,437,12,1,3613.716568,4227,6.279644939,9,2744.204839,3,48.55555556
B-n35-k5.vrp,35,437,12,1,3561.832179,4669,6.843328066,10,2990.534365,3,43.7
B-n35-k5.vrp,35,437,12,1,3298.533208,5051,6.572376168,9,2872.128385,3,48.55555556
B-n35-k5.vrp,35,437,12,1,3407.974081,4955,6.933027386,10,3029.732967,3,43.7
B-n35-k5.vrp,35,437,12,1,3942.842183,4656,6.188815871,8,2704.512535,4,54.625
B-n35-k5.vrp,35,437,12,1,4092.534178,4395,6.109442789,8,2669.826499,4,54.625
B-n35-k5.vrp,35,437,12,1,3920.73196,4004,6.635070113,10,2899.525639,3,43.7
B-n35-k5.vrp,35,437,12,1,3711.271166,4224,7.054962761,11,3083.018726,3,39.72727273
B-n35-k5.vrp,35,437,12,14,2311.697245,2143,3.476129468,5,1519.068578,7,87.4
B-n35-k5.vrp,35,437,12,14,3231.987661,1923,3.621836513,5,1582.742556,7,87.4
B-n38-k6.vrp,38,512,13,1,3738.150285,3438,6.681569499,14,3420.963583,2,36.57142857
B-n38-k6.vrp,38,512,13,1,2814.894404,4159,5.150669229,9,2637.142645,4,56.88888889
B-n38-k6.vrp,38,512,13,1,2724.936746,4244,5.163315624,9,2643.617599,4,56.88888889
B-n38-k6.vrp,38,512,13,1,2828.591028,4152,5.151064747,9,2637.34515,4,56.88888889
B-n38-k6.vrp,38,512,13,1,3004.060636,3760,5.038037294,9,2579.475094,4,56.88888889
B-n38-k6.vrp,38,512,13,1,2946.030137,3896,5.077901418,9,2599.885526,4,56.88888889
B-n38-k6.vrp,38,512,13,1,3041.892328,3649,5.003323051,9,2561.701402,4,56.88888889
B-n38-k6.vrp,38,512,13,1,3072.954317,3530,5.604561826,11,2869.535655,3,46.54545455
B-n38-k6.vrp,38,512,13,1,3021.305061,3655,5.000962289,9,2560.492692,4,56.88888889
B-n38-k6.vrp,38,512,13,1,2541.262879,4041,5.3623589,10,2745.527757,3,51.2
B-n38-k6.vrp,38,512,13,1,2601.442916,3963,5.665954729,11,2900.968821,3,46.54545455
B-n38-k6.vrp,38,512,13,1,2771.970553,3741,5.938516708,12,3040.520555,3,42.66666667
B-n38-k6.vrp,38,512,13,1,2488.824348,4276,5.121860251,9,2622.392449,4,56.88888889
B-n38-k6.vrp,38,512,13,1,2479.86745,4060,5.35575096,10,2742.144492,3,51.2
B-n38-k6.vrp,38,512,13,1,2542.597942,3995,5.344695233,10,2736.483959,3,51.2
B-n38-k6.vrp,38,512,13,1,2707.399606,3777,5.617511238,11,2876.165754,3,46.54545455
B-n38-k6.vrp,38,512,13,1,2779.698065,3727,5.934813816,12,3038.624674,3,42.66666667
B-n38-k6.vrp,38,512,13,1,2809.441795,4209,5.168954473,9,2646.50469,4,56.88888889
B-n38-k6.vrp,38,512,13,14,2026.346682,1924,3.136489378,6,1605.882562,6,85.33333333
B-n39-k5.vrp,39,440,11,1,2239.036751,4253,6.628562045,11,2916.5673,3,40
B-n39-k5.vrp,39,440,11,1,2775.272239,3362,8.2297883,16,3621.106852,2,27.5
B-n39-k5.vrp,39,440,11,1,2273.743104,3694,5.638245325,9,2480.827943,4,48.88888889
B-n39-k5.vrp,39,440,11,1,2244.314591,3681,5.997238198,10,2638.784807,3,44
B-n39-k5.vrp,39,440,11,1,2383.958319,3562,5.980279826,10,2631.323123,3,44
B-n39-k5.vrp,39,440,11,1,2720.29508,3349,9.700169373,20,4268.074524,1,22
B-n39-k5.vrp,39,440,11,1,2431.25715,3524,5.602857015,9,2465.257087,4,48.88888889
B-n39-k5.vrp,39,440,11,1,3285.488324,3044,10.0845503,21,4437.202134,1,20.95238095
B-n39-k5.vrp,39,440,11,1,2849.742173,3296,6.728681441,12,2960.619834,3,36.66666667
B-n39-k5.vrp,39,440,11,1,2912.232654,3254,8.589843683,17,3779.531221,2,25.88235294
B-n39-k5.vrp,39,440,11,1,2686.43032,3411,5.992073517,10,2636.512347,3,44
B-n39-k5.vrp,39,440,11,1,2667.583382,3441,6.373425581,11,2804.307256,3,40
B-n39-k5.vrp,39,440,11,1,3338.667263,3057,6.377327431,11,2806.02407,3,40
B-n39-k5.vrp,39,440,11,1,3542.481914,3038,7.541069054,14,3318.070384,2,31.42857143
B-n39-k5.vrp,39,440,11,14,1587.593946,1504,2.96942839,5,1306.548492,7,88
B-n41-k6.vrp,41,567,13,1,2741.292167,5434,6.531801029,14,3703.531184,2,40.5
B-n41-k6.vrp,41,567,13,1,3773.298908,3875,7.93029272,20,4496.475972,2,28.35
B-n41-k6.vrp,41,567,13,1,3957.609505,3746,8.501305665,22,4820.240312,1,25.77272727
B-n41-k6.vrp,41,567,13,1,3389.936683,4058,5.601803513,12,3176.222592,3,47.25
B-n41-k6.vrp,41,567,13,1,3705.718082,3934,7.647917135,19,4336.369016,2,29.84210526
B-n41-k6.vrp,41,567,13,1,3315.727526,4244,6.519823846,15,3696.74012,2,37.8
B-n41-k6.vrp,41,567,13,1,3107.119694,5034,5.88771253,12,3338.333004,3,47.25
B-n41-k6.vrp,41,567,13,1,3235.884109,4608,5.764018414,12,3268.198441,3,47.25
B-n41-k6.vrp,41,567,13,1,3176.806898,5021,5.897506891,12,3343.886407,3,47.25
B-n41-k6.vrp,41,567,13,1,3038.175522,4552,6.281951563,14,3561.866536,2,40.5
B-n41-k6.vrp,41,567,13,1,3055.931298,4342,5.922299756,13,3357.943962,3,43.61538462
B-n41-k6.vrp,41,567,13,1,3008.444048,4641,6.017968172,13,3412.187954,3,43.61538462
B-n41-k6.vrp,41,567,13,1,3236.838677,4277,5.068977293,10,2874.110125,4,56.7
B-n41-k6.vrp,41,567,13,1,3375.307202,4092,6.767744167,16,3837.310943,2,35.4375
B-n41-k6.vrp,41,567,13,1,3342.623763,4158,6.495038766,15,3682.68698,2,37.8
B-n41-k6.vrp,41,567,13,1,3525.863619,4001,6.766712599,16,3836.726043,2,35.4375
B-n41-k6.vrp,41,567,13,1,3303.630771,4150,6.773412346,16,3840.5248,2,35.4375
B-n41-k6.vrp,41,567,13,1,3335.690772,4224,6.516888572,15,3695.07582,2,37.8
B-n41-k6.vrp,41,567,13,1,3596.370187,3949,7.341402666,18,4162.575312,2,31.5
B-n41-k6.vrp,41,567,13,1,3279.562571,4214,6.791020848,16,3850.508821,2,35.4375
B-n41-k6.vrp,41,567,13,14,2459.988135,2231,3.030015188,6,1718.018612,6,94.5
B-n41-k6.vrp,41,567,13,14,2375.43914,2251,3.308864867,7,1876.126379,5,81
B-n41-k6.vrp,41,567,13,14,3389.759299,2007,3.432102007,7,1946.001838,5,81
B-n41-k6.vrp,41,567,13,14,3721.365487,2176,3.270899051,6,1854.599762,6,94.5
B-n43-k6.vrp,43,521,12,1,2752.552044,4027,6.570918597,14,3423.448589,3,37.21428571
B-n43-k6.vrp,43,521,12,1,2568.680427,4189,6.27703572,13,3270.33561,3,40.07692308
B-n43-k6.vrp,43,521,12,1,2694.366992,4008,7.180116964,16,3740.840938,2,32.5625
B-n43-k6.vrp,43,521,12,1,2722.071176,4037,6.253133066,13,3257.882328,3,40.07692308
B-n43-k6.vrp,43,521,12,1,2775.448078,3939,6.227499856,13,3244.527425,3,40.07692308
B-n43-k6.vrp,43,521,12,1,2611.420748,4147,5.955731723,12,3102.936228,3,43.41666667
B-n43-k6.vrp,43,521,12,1,2595.116182,4121,6.256868701,13,3259.828593,3,40.07692308
B-n43-k6.vrp,43,521,12,1,2584.818872,4473,5.760122472,11,3001.023808,3,47.36363636
B-n43-k6.vrp,43,521,12,1,2715.012342,4038,6.881490296,15,3585.256444,2,34.73333333
B-n43-k6.vrp,43,521,12,1,2851.310054,3802,7.13628268,16,3718.003276,2,32.5625
B-n43-k6.vrp,43,521,12,1,2727.753635,4122,5.972259454,12,3111.547175,3,43.41666667
B-n43-k6.vrp,43,521,12,1,2851.496021,3764,6.492178569,14,3382.425034,3,37.21428571
B-n43-k6.vrp,43,521,12,1,2607.742217,4192,5.972180114,12,3111.505839,3,43.41666667
B-n43-k6.vrp,43,521,12,1,2921.835417,3580,5.807782618,12,3025.854744,3,43.41666667
B-n43-k6.vrp,43,521,12,1,2798.495949,3869,5.891025002,12,3069.224026,3,43.41666667
B-n43-k6.vrp,43,521,12,1,2872.467648,4029,5.654277764,11,2945.878715,3,47.36363636
B-n43-k6.vrp,43,521,12,1,3001.890888,4287,5.152823865,9,2684.621234,4,57.88888889
B-n43-k6.vrp,43,521,12,1,2874.117478,3772,5.241212562,10,2730.671745,4,52.1
B-n43-k6.vrp,43,521,12,1,2589.456766,4296,5.378438468,10,2802.166442,4,52.1
B-n43-k6.vrp,43,521,12,1,2555.322657,5317,6.392270155,12,3330.372751,3,43.41666667
B-n43-k6.vrp,43,521,12,14,2200.372978,2033,3.163231552,6,1648.043638,7,86.83333333
B-n44-k7.vrp,44,641,14,1,3599.873295,4632,6.707621179,18,4299.585176,2,35.61111111
B-n44-k7.vrp,44,641,14,1,3175.417826,7285,6.94621511,16,4452.523886,2,40.0625
B-n44-k7.vrp,44,641,14,1,3743.561723,4744,5.489542467,13,3518.796722,3,49.30769231
B-n44-k7.vrp,44,641,14,1,3611.590065,5621,5.739088982,13,3678.756038,3,49.30769231
B-n44-k7.vrp,44,641,14,1,3378.542886,6221,6.139609232,14,3935.489518,3,45.78571429
B-n44-k7.vrp,44,641,14,1,4210.732761,4739,6.59665481,17,4228.455733,2,37.70588235
B-n44-k7.vrp,44,641,14,1,3323.036208,5451,6.145078372,15,3938.995236,2,42.73333333
B-n44-k7.vrp,44,641,14,1,3333.149879,5161,6.312291007,16,4046.178536,2,40.0625
B-n44-k7.vrp,44,641,14,1,3329.819217,5166,6.313243133,16,4046.788848,2,40.0625
B-n44-k7.vrp,44,641,14,1,3448.826746,5091,6.31156432,16,4045.712729,2,40.0625
B-n44-k7.vrp,44,641,14,1,3473.338019,4905,6.258003975,16,4011.380548,2,40.0625
B-n44-k7.vrp,44,641,14,1,3318.345181,5456,6.145782194,15,3939.446386,2,42.73333333
B-n44-k7.vrp,44,641,14,1,3411.925372,5114,6.312005099,16,4045.995269,2,40.0625
B-n44-k7.vrp,44,641,14,1,3363.451953,5077,6.547463149,17,4196.923878,2,37.70588235
B-n44-k7.vrp,44,641,14,1,3520.104024,5473,5.932062669,14,3802.452171,3,45.78571429
B-n44-k7.vrp,44,641,14,1,3571.316666,5097,6.079943916,15,3897.24405,2,42.73333333
B-n44-k7.vrp,44,641,14,1,3515.29379,5656,5.73243272,13,3674.489373,3,49.30769231
B-n44-k7.vrp,44,641,14,1,3672.876382,5321,5.40082143,12,3461.926537,3,53.41666667
B-n44-k7.vrp,44,641,14,1,3529.486598,5371,6.157800206,15,3947.149932,2,42.73333333
B-n44-k7.vrp,44,641,14,1,3425.447444,5720,5.991852342,14,3840.777351,3,45.78571429
B-n44-k7.vrp,44,641,14,1,3611.062962,4884,6.532440509,17,4187.294367,2,37.70588235
B-n44-k7.vrp,44,641,14,14,2768.59577,2502,3.332801412,8,2136.325705,5,80.125
B-n44-k7.vrp,44,641,14,14,2809.960017,2522,3.090741532,7,1981.165322,6,91.57142857
B-n44-k7.vrp,44,641,14,14,2766.491256,2610,3.110264395,7,1993.679477,6,91.57142857
B-n44-k7.vrp,44,641,14,14,2775.463794,2603,3.10971804,7,1993.329264,6,91.57142857
B-n44-k7.vrp,44,641,14,14,2725.370962,2518,3.329903904,8,2134.468403,5,80.125
B-n44-k7.vrp,44,641,14,14,2783.692608,2553,3.0956194,7,1984.292035,6,91.57142857
B-n45-k5.vrp,45,486,10,1,2778.320142,6664,7.798072956,13,3789.863457,3,37.38461538
B-n45-k5.vrp,45,486,10,1,3258.458497,4861,7.84658363,15,3813.439644,3,32.4
B-n45-k5.vrp,45,486,10,1,3275.782678,4488,8.034704884,16,3904.866573,2,30.375
B-n45-k5.vrp,45,486,10,1,3157.024533,5716,8.174016194,15,3972.57187,3,32.4
B-n45-k5.vrp,45,486,10,1,3177.581177,6095,7.997483534,14,3886.776998,3,34.71428571
B-n45-k5.vrp,45,486,10,1,3203.525806,4923,7.521424937,14,3655.412519,3,34.71428571
B-n45-k5.vrp,45,486,10,1,3222.160227,4979,7.211507709,13,3504.792747,3,37.38461538
B-n45-k5.vrp,45,486,10,1,2946.931067,6159,8.305742664,15,4036.590935,3,32.4
B-n45-k5.vrp,45,486,10,1,3172.187941,5329,8.355855945,16,4060.945989,2,30.375
B-n45-k5.vrp,45,486,10,1,3526.531924,4193,6.623877027,12,3219.204235,3,40.5
B-n45-k5.vrp,45,486,10,1,3595.909003,3893,6.517122126,12,3167.321353,3,40.5
B-n45-k5.vrp,45,486,10,1,4163.339658,3884,10.69940481,24,5199.91074,1,20.25
B-n45-k5.vrp,45,486,10,1,4344.785998,3780,11.03773655,25,5364.339962,1,19.44
B-n45-k5.vrp,45,486,10,1,3502.750292,4352,7.021032478,13,3412.221784,3,37.38461538
B-n45-k5.vrp,45,486,10,1,3525.809343,4549,6.77020513,12,3290.319693,3,40.5
B-n45-k5.vrp,45,486,10,1,3277.916349,4441,7.340979862,14,3567.716213,3,34.71428571
B-n45-k5.vrp,45,486,10,1,3320.290087,4488,7.033073951,13,3418.07394,3,37.38461538
B-n45-k5.vrp,45,486,10,1,3375.469403,4660,6.779691194,12,3294.92992,3,40.5
B-n45-k5.vrp,45,486,10,1,3414.154464,4353,7.675012495,15,3730.056072,3,32.4
B-n45-k5.vrp,45,486,10,1,3138.170939,5879,8.236555555,15,4002.966,3,32.4
B-n45-k5.vrp,45,486,10,14,2528.728776,2274,3.569261866,6,1734.661267,7,81
B-n45-k5.vrp,45,486,10,14,3059.68709,2673,3.523834135,5,1712.58339,9,97.2
B-n45-k5.vrp,45,486,10,14,3553.934225,2066,3.730473877,6,1813.010304,7,81
B-n45-k5.vrp,45,486,10,14,3803.034887,2237,3.523364366,5,1712.355082,9,97.2
B-n45-k6.vrp,45,592,13,1,2392.78519,6287,6.752290316,15,3997.355867,3,39.46666667
B-n45-k6.vrp,45,592,13,1,2832.949586,3881,5.195363347,12,3075.655102,3,49.33333333
B-n45-k6.vrp,45,592,13,1,3286.733437,3614,6.302952385,16,3731.347812,2,37
B-n45-k6.vrp,45,592,13,1,2898.556885,3660,5.133667493,12,3039.131156,3,49.33333333
B-n45-k6.vrp,45,592,13,1,2937.654756,3647,5.691056768,14,3369.105606,3,42.28571429
B-n45-k6.vrp,45,592,13,1,2836.753128,3712,5.69307452,14,3370.300116,3,42.28571429
B-n45-k6.vrp,45,592,13,1,2890.934256,3697,5.698715047,14,3373.639308,3,42.28571429
B-n45-k6.vrp,45,592,13,1,2856.366674,3729,4.871613008,11,2883.994901,4,53.81818182
B-n45-k6.vrp,45,592,13,1,2966.134564,4240,4.788915108,10,2835.037744,4,59.2
B-n45-k6.vrp,45,592,13,1,2729.11021,4164,5.8245032,14,3448.105895,3,42.28571429
B-n45-k6.vrp,45,592,13,1,2457.678226,4694,5.395858703,12,3194.348352,3,49.33333333
B-n45-k6.vrp,45,592,13,1,2588.329794,4372,5.589923287,13,3309.234586,3,45.53846154
B-n45-k6.vrp,45,592,13,1,2627.620336,4303,5.851404695,14,3464.031579,3,42.28571429
B-n45-k6.vrp,45,592,13,1,2720.843037,4168,6.101247695,15,3611.938635,3,39.46666667
B-n45-k6.vrp,45,592,13,1,2473.736096,4503,5.88855933,14,3486.027123,3,42.28571429
B-n45-k6.vrp,45,592,13,1,2506.672002,4951,5.215338892,11,3087.480624,4,53.81818182
B-n45-k6.vrp,45,592,13,1,2535.472885,4462,5.332855283,12,3157.050328,3,49.33333333
B-n45-k6.vrp,45,592,13,1,2601.684334,4308,6.124995046,15,3625.997067,3,39.46666667
B-n45-k6.vrp,45,592,13,1,2521.965186,4399,5.58592893,13,3306.869927,3,45.53846154
B-n45-k6.vrp,45,592,13,1,2473.142334,4646,5.659725765,13,3350.557653,3,45.53846154
B-n45-k6.vrp,45,592,13,1,2415.986025,4931,6.021740481,14,3564.870365,3,42.28571429
B-n45-k6.vrp,45,592,13,1,2526.4145,4739,5.147619082,11,3047.390496,4,53.81818182
B-n45-k6.vrp,45,592,13,1,2832.866187,5001,5.019671189,10,2971.645344,4,59.2
B-n45-k6.vrp,45,592,13,1,2829.931121,4622,5.168077603,11,3059.501941,4,53.81818182
B-n45-k6.vrp,45,592,13,1,2901.682879,4426,4.839015028,10,2864.696897,4,59.2
B-n45-k6.vrp,45,592,13,1,2834.980346,4494,4.848805237,10,2870.4927,4,59.2
B-n45-k6.vrp,45,592,13,1,2813.172087,4661,5.177941105,11,3065.341134,4,53.81818182
B-n45-k6.vrp,45,592,13,1,2812.537552,4719,5.197410293,11,3076.866894,4,53.81818182
B-n45-k6.vrp,45,592,13,1,2752.565441,4350,5.614949589,13,3324.050157,3,45.53846154
B-n45-k6.vrp,45,592,13,14,1956.633178,1862,2.954942706,7,1749.326082,6,84.57142857
B-n45-k6.vrp,45,592,13,14,1997.490641,1859,2.962004062,7,1753.506405,6,84.57142857
B-n50-k7.vrp,50,609,12,1,4416.854333,4371,10.90143178,32,6638.971957,1,19.03125
B-n50-k7.vrp,50,609,12,1,2946.166833,7400,7.304928603,16,4448.701519,3,38.0625
B-n50-k7.vrp,50,609,12,1,3408.030596,4700,6.506961543,16,3962.73958,3,38.0625
B-n50-k7.vrp,50,609,12,1,3552.732445,4579,7.03361198,18,4283.469696,2,33.83333333
B-n50-k7.vrp,50,609,12,1,3303.341377,4712,6.221495798,15,3788.890941,3,40.6
B-n50-k7.vrp,50,609,12,1,4157.259157,4460,10.07290529,29,6134.399321,1,21
B-n50-k7.vrp,50,609,12,1,3172.368702,5582,7.020635695,17,4275.567138,2,35.82352941
B-n50-k7.vrp,50,609,12,1,3264.420231,4876,7.075758895,18,4309.137167,2,33.83333333
B-n50-k7.vrp,50,609,12,1,3269.716129,4883,6.001899486,14,3655.156787,3,43.5
B-n50-k7.vrp,50,609,12,1,3258.607807,5037,6.050340088,14,3684.657113,3,43.5
B-n50-k7.vrp,50,609,12,1,3235.379887,5004,6.304334067,15,3839.339447,3,40.6
B-n50-k7.vrp,50,609,12,1,3386.463235,4615,6.74419737,17,4107.216198,2,35.82352941
B-n50-k7.vrp,50,609,12,1,3236.16831,5328,6.141595554,14,3740.231692,3,43.5
B-n50-k7.vrp,50,609,12,1,3247.205256,4892,6.269824327,15,3818.323015,3,40.6
B-n50-k7.vrp,50,609,12,1,3204.85622,5791,6.826220325,16,4157.168178,3,38.0625
B-n50-k7.vrp,50,609,12,1,3561.209119,4478,6.73277745,17,4100.261467,2,35.82352941
B-n50-k7.vrp,50,609,12,1,3533.938098,4587,7.032628502,18,4282.870757,2,33.83333333
B-n50-k7.vrp,50,609,12,14,2441.64806,2221,3.083535013,7,1877.872823,7,87
B-n50-k8.vrp,50,735,14,1,4115.458264,8915,6.651032132,16,4888.508617,3,45.9375
B-n50-k8.vrp,50,735,14,1,4488.677026,5856,5.654932261,15,4156.375212,3,49
B-n50-k8.vrp,50,735,14,1,4598.172004,5764,5.424198809,14,3986.786124,3,52.5
B-n50-k8.vrp,50,735,14,1,4417.750692,6393,5.120376641,12,3763.476831,4,61.25
B-n50-k8.vrp,50,735,14,1,4253.267558,6431,5.104533747,12,3751.832304,4,61.25
B-n50-k8.vrp,50,735,14,1,4322.961948,6269,5.294675575,13,3891.586548,3,56.53846154
B-n50-k8.vrp,50,735,14,1,4336.314183,6138,5.484284026,14,4030.948759,3,52.5
B-n50-k8.vrp,50,735,14,1,4759.373709,5448,5.140743842,13,3778.446724,3,56.53846154
B-n50-k8.vrp,50,735,14,1,4546.464346,5908,5.455151467,14,4009.536329,3,52.5
B-n50-k8.vrp,50,735,14,14,3544.77659,3235,3.229576682,8,2373.738861,6,91.875
B-n51-k7.vrp,51,684,13,1,4047.817999,7911,7.800869453,20,5335.794706,2,34.2
B-n51-k7.vrp,51,684,13,1,4660.67561,6548,7.507162348,20,5134.899046,2,34.2
B-n51-k7.vrp,51,684,13,1,4136.041788,7769,7.294907733,18,4989.716889,2,38
B-n51-k7.vrp,51,684,13,1,4441.510827,7623,7.064702875,17,4832.256767,3,40.23529412
B-n51-k7.vrp,51,684,13,1,4103.00529,7609,7.482239209,19,5117.851619,2,36
B-n51-k7.vrp,51,684,13,1,4668.888784,6694,7.31149121,19,5001.059988,2,36
B-n51-k7.vrp,51,684,13,1,5368.000123,5281,6.058853822,15,4144.256014,3,45.6
B-n51-k7.vrp,51,684,13,1,5284.921006,5454,6.095227716,15,4169.135758,3,45.6
B-n51-k7.vrp,51,684,13,1,5536.291145,5115,6.039102433,15,4130.746064,3,45.6
B-n51-k7.vrp,51,684,13,1,5458.0072,5230,6.299103571,16,4308.586842,3,42.75
B-n51-k7.vrp,51,684,13,1,5624.72067,5069,6.040778243,15,4131.892318,3,45.6
B-n51-k7.vrp,51,684,13,1,5885.292408,4958,6.532425748,17,4468.179212,3,40.23529412
B-n51-k7.vrp,51,684,13,1,5278.265618,5589,5.893796897,14,4031.357077,3,48.85714286
B-n51-k7.vrp,51,684,13,1,5319.197575,5313,5.820096661,14,3980.946116,3,48.85714286
B-n51-k7.vrp,51,684,13,1,5316.753815,5580,5.657982743,13,3870.060196,3,52.61538462
B-n51-k7.vrp,51,684,13,1,5106.308415,5582,6.821400708,18,4665.838085,2,38
B-n51-k7.vrp,51,684,13,1,5077.377713,5417,7.247738585,20,4957.453192,2,34.2
B-n51-k7.vrp,51,684,13,1,5210.931713,5287,6.753039489,18,4619.07901,2,38
B-n51-k7.vrp,51,684,13,1,5162.325248,5325,6.995602418,19,4784.992054,2,36
B-n51-k7.vrp,51,684,13,1,5463.670824,4717,7.109136676,20,4862.649486,2,34.2
B-n51-k7.vrp,51,684,13,1,5374.490109,5197,6.514934712,17,4456.215343,3,40.23529412
B-n51-k7.vrp,51,684,13,1,5228.320159,5011,6.675312074,18,4565.913459,2,38
B-n51-k7.vrp,51,684,13,1,5140.672543,5346,6.758272935,18,4622.658688,2,38
B-n51-k7.vrp,51,684,13,1,5109.574521,5192,7.187456461,20,4916.220219,2,34.2
B-n51-k7.vrp,51,684,13,1,5049.051688,5659,7.55341966,21,5166.539047,2,32.57142857
B-n51-k7.vrp,51,684,13,1,5125.984178,5379,7.005175656,19,4791.540149,2,36
B-n51-k7.vrp,51,684,13,1,5066.751683,5600,6.580131501,17,4500.809947,3,40.23529412
