prob,winlen,dist,time,costDel,routes
P-n45-k5.vrp,1,2322.4338,3226,4.405960628,13
P-n45-k5.vrp,1,2303.179208,3221,5.112242727,16
P-n45-k5.vrp,1,2473.401356,3081,4.152583755,12
P-n45-k5.vrp,1,2441.057526,3145,3.928618108,11
P-n45-k5.vrp,1,2394.302374,2722,5.931406615,20
P-n45-k5.vrp,1,2327.781685,2843,4.77015962,15
P-n45-k5.vrp,1,2289.148506,3244,4.879523664,15
P-n45-k5.vrp,1,2213.633304,4476,4.037854186,10
P-n45-k5.vrp,1,2178.05846,4103,4.161030115,11
P-n45-k5.vrp,1,2187.217313,4055,4.148705817,11
P-n45-k5.vrp,14,1757.846669,1603,1.945474076,5
P-n50-k10.vrp,1,2006.286496,6346,4.513076257,17
P-n50-k10.vrp,1,2811.338383,3065,6.853760874,34
P-n50-k10.vrp,1,2485.289097,3918,3.544036619,14
P-n50-k10.vrp,1,2392.120707,3498,3.789146291,16
P-n50-k10.vrp,1,2410.911821,3921,3.707967069,15
P-n50-k10.vrp,1,2599.814176,3380,4.479682711,20
P-n50-k10.vrp,1,2410.685548,4090,3.743480767,15
P-n50-k10.vrp,1,2280.285654,4210,4.097574576,17
P-n50-k10.vrp,1,2295.533088,4296,3.772636563,15
P-n50-k10.vrp,1,2285.182531,4443,3.629827924,14
P-n50-k10.vrp,1,2235.316826,4313,4.113703542,17
P-n50-k10.vrp,1,2159.066212,4510,3.628402468,14
P-n50-k10.vrp,1,2207.506777,4225,4.264225334,18
P-n50-k10.vrp,1,2214.036646,4045,4.572073909,20
P-n50-k10.vrp,1,2187.645837,4506,3.631077353,14
P-n50-k10.vrp,1,2208.833083,4335,3.770171893,15
P-n50-k10.vrp,1,2264.350602,4308,4.116223996,17
P-n50-k10.vrp,1,2261.022886,4157,4.256508599,18
P-n50-k10.vrp,1,2194.588441,4297,4.622678073,20
P-n50-k10.vrp,1,2268.69034,3971,4.390785247,19
P-n50-k10.vrp,1,2299.780745,3632,4.323316874,19
P-n50-k10.vrp,1,2356.555172,3575,4.835664516,22
P-n50-k10.vrp,1,2122.144004,4435,3.78053717,15
P-n50-k10.vrp,1,2305.15152,4075,4.244692669,18
P-n50-k10.vrp,1,2181.718666,4396,3.779664652,15
P-n50-k10.vrp,1,2736.750513,3226,5.32639307,25
P-n50-k10.vrp,1,2732.958772,3263,5.161257809,24
P-n50-k10.vrp,1,2675.728468,3132,6.333817277,31
P-n50-k10.vrp,1,2749.597144,3141,5.654997756,27
P-n50-k10.vrp,1,2621.029503,3134,5.810158204,28
P-n50-k10.vrp,1,2779.956209,3091,6.855367904,34
P-n50-k10.vrp,1,2381.696489,3346,5.307947938,25
P-n50-k10.vrp,1,2394.068023,3170,5.444906371,26
P-n50-k10.vrp,1,2822.000859,3017,5.465377603,26
P-n50-k10.vrp,1,2726.866881,3097,7.022548291,35
P-n50-k10.vrp,1,2415.992406,3394,5.149811894,24
P-n50-k10.vrp,1,2477.203963,3273,5.131895756,24
P-n50-k10.vrp,1,2772.039759,3113,6.859020664,34
P-n50-k10.vrp,1,2459.373911,3493,4.48616903,20
P-n50-k10.vrp,1,2576.746582,3454,4.492407308,20
P-n50-k10.vrp,1,2343.217018,4206,3.932025648,16
P-n50-k10.vrp,1,2692.221321,3128,6.335005147,31
P-n50-k10.vrp,1,2440.82373,3856,3.697977262,15
P-n50-k10.vrp,1,2716.413341,3127,6.337771147,31
P-n50-k10.vrp,1,2361.121684,3794,4.192482899,18
P-n50-k10.vrp,1,2337.767447,3974,4.227464554,18
P-n50-k10.vrp,14,1864.391887,1830,2.683631809,12
P-n50-k10.vrp,14,2294.679932,2107,2.449923819,10
P-n50-k10.vrp,14,1976.431428,1850,2.5291719,11
P-n50-k10.vrp,14,2303.009224,2100,2.449476424,10
P-n50-k7.vrp,1,2059.405629,6965,4.649790177,17
P-n50-k7.vrp,1,2559.463006,3232,5.478293556,26
P-n50-k7.vrp,1,2590.35253,3121,5.458749996,26
P-n50-k7.vrp,1,2627.4144,2991,6.298220278,31
P-n50-k7.vrp,1,2570.916115,3097,5.796211552,28
P-n50-k7.vrp,1,2541.568806,3109,5.622674606,27
P-n50-k7.vrp,1,2534.086553,3159,5.977169429,29
P-n50-k7.vrp,1,2583.803858,3084,5.967513198,29
P-n50-k7.vrp,1,2432.928612,3281,5.990381333,29
P-n50-k7.vrp,1,2371.861449,3387,6.005160662,29
P-n50-k7.vrp,1,2106.481797,4105,3.53675959,14
P-n50-k7.vrp,1,2660.385098,3102,5.635820249,27
P-n50-k7.vrp,1,2414.183387,4019,3.384079344,13
P-n50-k7.vrp,1,2117.540137,4102,3.537489165,14
P-n50-k7.vrp,1,2448.370479,3431,4.989126547,23
P-n50-k7.vrp,1,2518.3188,3136,6.487742692,32
P-n50-k7.vrp,1,2093.198646,3952,4.19274894,18
P-n50-k7.vrp,1,2330.042661,3770,3.838711873,16
P-n50-k7.vrp,1,2075.498065,4112,3.361969794,13
P-n50-k7.vrp,1,2187.318137,3891,3.501699497,14
P-n50-k7.vrp,1,2095.606014,3845,3.653192328,15
P-n50-k7.vrp,1,2117.935189,3826,3.651943656,15
P-n50-k7.vrp,1,2241.498795,3444,4.27660921,19
P-n50-k7.vrp,1,2148.807114,3818,3.998959445,17
P-n50-k7.vrp,1,2252.183977,4670,3.328607282,12
P-n50-k7.vrp,1,2586.788776,3399,4.309625959,19
P-n50-k7.vrp,1,2594.420612,3079,5.967767835,29
P-n50-k7.vrp,1,2536.177607,3231,5.647668538,27
P-n50-k7.vrp,1,2578.08291,3214,5.476798844,26
P-n50-k7.vrp,1,2551.690534,3234,5.477757931,26
P-n50-k7.vrp,1,2523.36009,3255,4.961338728,23
P-n50-k7.vrp,1,2454.454235,3284,5.131410248,24
P-n50-k7.vrp,1,2631.80733,3050,5.793818567,28
P-n50-k7.vrp,1,2645.865882,2901,5.936662785,29
P-n50-k7.vrp,1,2413.299678,3337,5.309943283,25
P-n50-k7.vrp,1,2472.949687,3275,5.476693074,26
P-n50-k7.vrp,1,2434.031536,3341,5.140885058,24
P-n50-k7.vrp,1,2551.842443,3242,4.962108902,23
P-n50-k7.vrp,1,2529.481597,3383,4.816560827,22
P-n50-k7.vrp,1,2587.312449,3383,4.478775559,20
P-n50-k7.vrp,1,2630.402233,3052,5.966516363,29
P-n50-k7.vrp,1,2421.608614,3973,3.375318831,13
P-n50-k7.vrp,1,2489.681059,3625,3.310507554,13
P-n50-k7.vrp,1,2516.54885,3530,3.293834086,13
P-n50-k7.vrp,1,2477.538189,3625,3.653913741,15
P-n50-k7.vrp,1,2463.13453,3628,3.307872492,13
P-n50-k7.vrp,1,2358.458769,3619,3.810451815,16
P-n50-k7.vrp,1,2310.650741,3815,4.018239891,17
P-n50-k7.vrp,1,2459.023364,3651,3.657103821,15
P-n50-k7.vrp,1,2575.902771,3239,5.309338196,25
P-n50-k7.vrp,1,2504.143656,3530,3.982108105,17
P-n50-k7.vrp,1,2526.294766,3442,4.138776538,18
P-n50-k7.vrp,1,2551.003752,3433,4.312373753,19
P-n50-k7.vrp,1,2403.209095,3769,3.675053064,15
P-n50-k7.vrp,1,2454.217845,3679,3.489951091,14
P-n50-k7.vrp,1,2487.845032,3571,3.471375256,14
P-n50-k7.vrp,14,1787.431651,1662,1.776582022,7
P-n50-k8.vrp,1,2000.264652,6131,4.639569889,18
P-n50-k8.vrp,1,2390.337126,4444,3.298075125,12
P-n50-k8.vrp,1,2321.818155,4593,3.320980782,12
P-n50-k8.vrp,1,2406.407851,4303,3.270399283,12
P-n50-k8.vrp,1,2478.548912,3076,5.607981307,27
P-n50-k8.vrp,1,2405.537171,3499,3.618557149,15
P-n50-k8.vrp,1,2391.614711,3215,3.72956774,16
P-n50-k8.vrp,1,2403.580598,3154,3.890661335,17
P-n50-k8.vrp,1,2382.698026,3248,3.907860851,17
P-n50-k8.vrp,1,2376.710422,3390,4.10943756,18
P-n50-k8.vrp,1,2408.91429,3052,5.766817005,28
P-n50-k8.vrp,1,2344.161276,3288,5.63603246,27
P-n50-k8.vrp,1,2629.821188,2976,5.77801165,28
P-n50-k8.vrp,1,2640.74579,2981,5.607957158,27
P-n50-k8.vrp,1,2496.280931,3003,4.905010377,23
P-n50-k8.vrp,1,2387.799893,3516,3.792400197,16
P-n50-k8.vrp,1,2343.569234,3390,4.62271041,21
P-n50-k8.vrp,1,2357.244802,3299,4.605255144,21
P-n50-k8.vrp,1,2362.124138,3425,4.459903811,20
P-n50-k8.vrp,1,2596.497277,2988,6.638685785,33
P-n50-k8.vrp,1,2390.877364,3200,4.761022767,22
P-n50-k8.vrp,1,2325.572657,3901,3.348361725,13
P-n50-k8.vrp,1,2215.573384,3909,3.336511131,13
P-n50-k8.vrp,1,2306.682019,3605,3.801137535,16
P-n50-k8.vrp,1,2158.917925,3622,3.441633436,14
P-n50-k8.vrp,1,2215.687048,3472,3.934422066,17
P-n50-k8.vrp,14,1844.331438,1757,2.320911439,10
P-n50-k8.vrp,14,1861.459943,1752,2.149517154,9
P-n51-k10.vrp,1,2292.729157,8033,6.845365909,21
P-n51-k10.vrp,1,2647.274232,3705,5.784724691,21
P-n51-k10.vrp,1,2610.800212,3820,6.019901705,22
P-n51-k10.vrp,1,2839.004655,3372,8.471767754,34
P-n51-k10.vrp,1,2556.670347,4117,5.243925908,18
P-n51-k10.vrp,1,2580.914331,3799,6.432132531,24
P-n51-k10.vrp,1,2585.921047,3759,6.633658639,25
P-n51-k10.vrp,1,2601.547705,3692,6.40769766,24
P-n51-k10.vrp,1,2630.210385,3614,7.236209286,28
P-n51-k10.vrp,1,2723.208767,4346,4.905811359,16
P-n51-k10.vrp,1,2383.753086,4759,5.172070928,17
P-n51-k10.vrp,1,2391.753687,4601,5.343674622,18
P-n51-k10.vrp,1,2458.174604,4545,4.917125391,16
P-n51-k10.vrp,1,2384.091177,4751,5.381130846,18
P-n51-k10.vrp,1,2515.581768,4358,4.666567654,15
P-n51-k10.vrp,1,2299.112426,5169,5.475928126,18
P-n51-k10.vrp,1,2481.700733,4465,4.900075915,16
P-n51-k10.vrp,1,2494.818507,4406,4.675796352,15
P-n51-k10.vrp,1,2461.23508,4486,4.691331408,15
P-n51-k10.vrp,1,2354.113071,5060,5.667221659,19
P-n51-k10.vrp,1,2861.483152,4142,4.874122946,16
P-n51-k10.vrp,1,2979.687064,3973,4.848421347,16
P-n51-k10.vrp,1,3017.360706,3637,5.61188057,20
P-n51-k10.vrp,1,2908.377248,3479,7.243346381,28
P-n51-k10.vrp,1,2985.491179,4294,4.720852597,15
P-n51-k10.vrp,1,2630.131844,4022,5.019466442,17
P-n51-k10.vrp,1,2615.985091,3993,5.22093984,18
P-n51-k10.vrp,1,2662.189689,3868,5.195722257,18
P-n51-k10.vrp,1,2748.747567,3761,4.97014603,17
P-n51-k10.vrp,1,2755.396443,4247,4.885175526,16
P-n51-k10.vrp,1,2668.735264,3937,5.003400291,17
P-n51-k10.vrp,1,2714.087524,3919,5.005596191,17
P-n51-k10.vrp,1,2748.528058,3762,5.60357501,20
P-n51-k10.vrp,1,2798.585058,3703,6.018062357,22
P-n51-k10.vrp,1,2809.08877,3604,6.205229583,23
P-n51-k10.vrp,1,2863.773608,3499,6.608573375,25
P-n51-k10.vrp,1,2683.018697,3818,5.608125081,20
P-n51-k10.vrp,1,2611.139192,3963,5.423556352,19
P-n51-k10.vrp,1,2610.325086,4079,5.242223983,18
P-n51-k10.vrp,1,2953.723514,3650,5.81671255,21
P-n51-k10.vrp,1,3021.403164,3408,7.031022098,27
P-n51-k10.vrp,1,3049.108098,3240,6.358746007,24
P-n51-k10.vrp,1,3037.076726,3590,6.447024423,24
P-n51-k10.vrp,1,2976.137194,3363,8.067964031,32
P-n51-k10.vrp,1,3046.300468,3401,7.032969311,27
P-n51-k10.vrp,1,2919.480601,3372,7.217476487,28
P-n51-k10.vrp,1,2888.461335,3603,6.005855825,22
P-n51-k10.vrp,1,2567.5881,3998,5.637075686,20
P-n51-k10.vrp,1,3036.332286,3328,7.645882725,30
P-n51-k10.vrp,1,2892.417665,3454,7.656644616,30
P-n51-k10.vrp,1,2925.134225,3347,8.478302065,34
P-n51-k10.vrp,1,2810.241114,3445,8.275158572,33
P-n51-k10.vrp,1,2834.439402,3368,8.681118932,35
P-n51-k10.vrp,1,2715.109428,3688,6.212699875,23
P-n51-k10.vrp,1,2562.845646,3881,5.817313952,21
P-n51-k10.vrp,1,2469.213425,3751,7.036162124,27
P-n51-k10.vrp,1,2530.746424,3743,7.25443672,28
P-n51-k10.vrp,1,2596.800052,3714,7.467986623,29
P-n51-k10.vrp,1,2843.118443,3373,8.050508183,32
P-n51-k10.vrp,1,2443.777138,4147,5.023580341,17
P-n51-k10.vrp,1,2812.451948,3454,7.855671657,31
P-n51-k10.vrp,1,2532.956048,4126,5.453739842,19
P-n51-k10.vrp,1,2692.024385,3576,6.813599553,26
P-n51-k10.vrp,1,2671.28866,3578,6.599923775,25
P-n51-k10.vrp,1,2627.292225,3653,6.401535638,24
P-n51-k10.vrp,1,2759.570575,3479,8.065212043,32
P-n51-k10.vrp,1,2798.570992,3476,8.492448914,34
P-n51-k10.vrp,1,2835.303362,3462,7.439035384,29
P-n51-k10.vrp,1,2675.481569,3484,7.209564149,28
P-n51-k10.vrp,1,2647.785791,3568,7.015947153,27
P-n51-k10.vrp,1,2748.994407,3495,7.012396841,27
P-n51-k10.vrp,14,1985.065427,1928,3.327995695,12
P-n51-k10.vrp,14,2119.162568,1980,3.150504531,11
P-n51-k10.vrp,14,2557.476007,2354,3.101704881,10
P-n55-k10.vrp,1,2376.418665,8686,5.711363708,24
P-n55-k10.vrp,1,2810.829892,3674,5.899872454,31
P-n55-k10.vrp,1,2853.017538,3692,5.435895443,28
P-n55-k10.vrp,1,2832.697594,3748,5.601752033,29
P-n55-k10.vrp,1,2966.575041,3491,6.354404299,34
P-n55-k10.vrp,1,2929.280894,3193,6.450408699,35
P-n55-k10.vrp,1,2655.900105,4277,4.266929282,20
P-n55-k10.vrp,1,2905.731227,3495,5.561392086,29
P-n55-k10.vrp,1,2993.909227,3471,5.409296909,28
P-n55-k10.vrp,1,2896.599236,3701,5.285126786,27
P-n55-k10.vrp,1,2974.208121,3278,5.842209549,31
P-n55-k10.vrp,1,2863.468911,3767,4.821905818,24
P-n55-k10.vrp,1,2632.214175,4625,3.85889545,17
P-n55-k10.vrp,1,2934.399896,3668,4.496089048,22
P-n55-k10.vrp,1,2795.706073,3825,4.510650298,22
P-n55-k10.vrp,1,2683.846604,3887,4.195211183,20
P-n55-k10.vrp,1,2737.226861,3835,4.191224129,20
P-n55-k10.vrp,1,2972.046052,3378,6.175939912,33
P-n55-k10.vrp,1,2876.836287,3619,6.368896205,34
P-n55-k10.vrp,1,2876.931219,3634,6.214396308,33
P-n55-k10.vrp,1,2683.8581,4116,4.081776773,19
P-n55-k10.vrp,1,2668.702173,4255,4.106754467,19
P-n55-k10.vrp,1,2871.987806,3636,5.584666577,29
P-n55-k10.vrp,1,2770.283541,4001,3.754628766,17
P-n55-k10.vrp,1,2692.349446,4043,3.596549794,16
P-n55-k10.vrp,1,2736.54843,3938,4.053527991,19
P-n55-k10.vrp,1,2878.63846,3724,4.343186852,21
P-n55-k10.vrp,1,2642.773579,4387,3.657010085,16
P-n55-k10.vrp,1,2895.837643,3952,3.916711136,18
P-n55-k10.vrp,1,3037.165341,3842,3.911466742,18
P-n55-k10.vrp,1,2659.129017,4310,3.801456905,17
P-n55-k10.vrp,1,2592.339098,4319,4.110464179,19
P-n55-k10.vrp,1,2594.826203,5361,3.523795265,14
P-n55-k10.vrp,1,2670.70139,5155,3.650165127,15
P-n55-k10.vrp,1,2533.03051,5340,3.670215518,15
P-n55-k10.vrp,1,2805.361095,3772,5.760678741,30
P-n55-k10.vrp,1,2642.732028,4202,4.408444959,21
P-n55-k10.vrp,1,2688.541003,5095,3.640651917,15
P-n55-k10.vrp,1,2489.085567,5261,3.964897324,17
P-n55-k10.vrp,1,2570.108098,5175,3.957488145,17
P-n55-k10.vrp,1,2556.79481,4752,4.032192891,18
P-n55-k10.vrp,1,2555.861524,4634,4.324218616,20
P-n55-k10.vrp,1,2514.446682,4776,4.504213303,21
P-n55-k10.vrp,1,2683.610216,5168,3.496720149,14
P-n55-k10.vrp,1,2574.479392,5076,3.938977053,17
P-n55-k10.vrp,14,2044.763299,1927,2.330745975,11
P-n55-k10.vrp,14,2238.811196,2111,2.230461526,10
P-n55-k10.vrp,14,2264.168702,2080,2.227358674,10
P-n55-k15.vrp,1,2426.205698,9093,5.952462636,25
P-n55-k15.vrp,1,2817.537783,3727,6.225577659,33
P-n55-k15.vrp,1,3012.124694,3540,5.424585978,28
P-n55-k15.vrp,1,2503.006938,6737,4.721930721,20
P-n55-k15.vrp,1,2617.832049,6431,4.833480182,21
P-n55-k15.vrp,1,2535.735547,6106,4.91927165,22
P-n55-k15.vrp,1,2850.852117,3482,6.339683011,34
P-n55-k15.vrp,1,2585.644646,6730,4.729866049,20
P-n55-k15.vrp,1,2937.501359,3560,6.049604279,32
P-n55-k15.vrp,1,2517.676256,6472,4.830103764,21
P-n55-k15.vrp,1,2869.031355,3686,5.751321179,30
P-n55-k15.vrp,1,2963.199995,3529,5.889150095,31
P-n55-k15.vrp,1,2715.697701,4997,4.569229012,21
P-n55-k15.vrp,1,2824.415934,4814,4.546311578,21
P-n55-k15.vrp,1,3133.90859,3377,6.036532922,32
P-n55-k15.vrp,1,3070.284996,3319,6.175646204,33
P-n55-k15.vrp,1,2783.099147,3790,4.974685797,25
P-n55-k15.vrp,1,3111.824117,3486,5.740195222,30
P-n55-k15.vrp,1,2954.189285,3569,5.581036609,29
P-n55-k15.vrp,1,2833.0866,3653,6.213120088,33
P-n55-k15.vrp,1,2922.041066,3672,4.967638008,25
P-n55-k15.vrp,1,3039.902934,3409,6.34689889,34
P-n55-k15.vrp,1,3040.629425,3414,6.033160886,32
P-n55-k15.vrp,1,2944.392002,3673,4.812949966,24
P-n55-k15.vrp,1,2898.839761,3692,4.968871643,25
P-n55-k15.vrp,1,2890.174789,3609,5.109357438,26
P-n55-k15.vrp,1,3066.936795,3597,5.126901732,26
P-n55-k15.vrp,1,3056.045537,3586,5.280957128,27
P-n55-k15.vrp,1,2825.275813,3703,4.647943637,23
P-n55-k15.vrp,1,2799.657293,3778,4.659462479,23
P-n55-k15.vrp,1,2638.836357,4376,4.756184121,23
P-n55-k15.vrp,1,2721.023737,3932,5.152360631,26
P-n55-k15.vrp,1,2546.96592,5032,5.186559513,25
P-n55-k15.vrp,1,2624.34859,4632,4.803693652,23
P-n55-k15.vrp,1,2570.744837,4137,5.017444478,25
P-n55-k15.vrp,1,2578.938142,4103,5.011838544,25
P-n55-k15.vrp,1,2646.041293,3971,4.994037266,25
P-n55-k15.vrp,1,2627.497168,4167,4.872185383,24
P-n55-k15.vrp,1,2600.110409,4562,4.944926025,24
P-n55-k15.vrp,1,2548.645531,5390,5.098072483,24
P-n55-k15.vrp,1,2653.106293,3972,4.680243221,23
P-n55-k15.vrp,1,2795.169823,3788,6.077384711,32
P-n55-k15.vrp,1,2596.790534,4628,4.957221202,24
P-n55-k15.vrp,1,2676.89563,4203,4.569862561,22
P-n55-k15.vrp,1,2734.135029,3857,4.982047791,25
P-n55-k15.vrp,1,2740.58659,3871,4.670680068,23
P-n55-k15.vrp,14,2301.797769,2279,3.528896679,18
P-n55-k15.vrp,14,2511.61754,2401,3.418482968,17
P-n55-k15.vrp,14,2207.148537,2216,3.663566582,19
P-n55-k15.vrp,14,2810.558037,2602,3.333239242,16
P-n55-k7.vrp,1,2353.3518,8029,4.795721843,19
P-n55-k7.vrp,1,2464.64472,4494,3.972325751,18
P-n55-k7.vrp,1,2427.017143,4653,3.683839737,16
P-n55-k7.vrp,1,2974.148196,3397,5.550264241,29
P-n55-k7.vrp,1,2994.601329,3393,5.394403412,28
P-n55-k7.vrp,1,3049.279538,3390,5.557356724,29
P-n55-k7.vrp,1,2773.103524,3553,4.298515463,21
P-n55-k7.vrp,1,2777.276331,3751,4.179598206,20
P-n55-k7.vrp,1,2769.44666,3465,4.438603896,22
P-n55-k7.vrp,1,2786.958611,3506,3.976270785,19
P-n55-k7.vrp,1,2899.959725,3307,5.996828491,32
P-n55-k7.vrp,1,2788.706333,3318,5.986447832,32
P-n55-k7.vrp,1,2529.065077,3820,3.850192528,18
P-n55-k7.vrp,1,2810.050538,3389,5.687692815,30
P-n55-k7.vrp,1,2836.055219,3415,5.538213494,29
P-n55-k7.vrp,1,2559.799566,3793,4.478019721,22
P-n55-k7.vrp,1,2570.290485,3593,4.283420333,21
P-n55-k7.vrp,1,2559.535515,3617,4.601598517,23
P-n55-k7.vrp,1,2562.110433,3493,4.420697621,22
P-n55-k7.vrp,1,2759.861051,3456,6.00969649,32
P-n55-k7.vrp,1,3002.529276,3370,5.863047913,31
P-n55-k7.vrp,1,2522.639965,4204,3.293616963,14
P-n55-k7.vrp,1,2817.782852,3460,5.387409399,28
P-n55-k7.vrp,1,2490.552797,3856,3.695388366,17
P-n55-k7.vrp,1,2789.717889,3245,6.287329168,34
P-n55-k7.vrp,1,2832.633115,3283,6.142051895,33
P-n55-k7.vrp,1,2781.443549,3441,5.851851147,31
P-n55-k7.vrp,1,2470.802528,3868,3.380694718,15
P-n55-k7.vrp,1,2487.722379,4254,3.299293204,14
P-n55-k7.vrp,1,2553.760568,4131,3.283099795,14
P-n55-k7.vrp,14,1904.865903,1795,1.660143292,7
P-n55-k8.vrp,1,2266.787992,7922,5.080243949,21
P-n55-k8.vrp,1,2694.895831,5203,3.504705194,14
P-n55-k8.vrp,1,2884.915772,3958,4.074026051,19
P-n55-k8.vrp,1,2849.691298,4060,4.561817545,22
P-n55-k8.vrp,1,2918.634207,4018,3.774549138,17
P-n55-k8.vrp,1,2808.474381,4565,3.395001442,14
P-n55-k8.vrp,1,2643.2762,4363,3.967239266,18
P-n55-k8.vrp,1,2784.601097,4597,3.398462887,14
P-n55-k8.vrp,1,3016.615347,3419,5.559255274,29
P-n55-k8.vrp,1,2858.356927,4268,3.65837597,16
P-n55-k8.vrp,1,2675.380193,4087,4.547427526,22
P-n55-k8.vrp,1,2809.53721,4068,4.558844389,22
P-n55-k8.vrp,1,2828.306213,3795,4.980721523,25
P-n55-k8.vrp,1,2868.093823,3625,4.795169844,24
P-n55-k8.vrp,1,2817.32271,3522,5.55664756,29
P-n55-k8.vrp,1,3005.088088,3433,5.875427357,31
P-n55-k8.vrp,1,2956.229991,3380,6.331937533,34
P-n55-k8.vrp,1,2595.126795,4725,3.71653535,16
P-n55-k8.vrp,1,2684.611215,4156,3.774759609,17
P-n55-k8.vrp,1,2710.149604,4121,3.928298948,18
P-n55-k8.vrp,1,2861.375639,4112,3.471382869,15
P-n55-k8.vrp,1,3097.640876,3380,6.190426087,33
P-n55-k8.vrp,1,2848.910626,4460,3.379388237,14
P-n55-k8.vrp,1,2648.57645,4512,3.681653978,16
P-n55-k8.vrp,1,2717.94848,4406,3.511708227,15
P-n55-k8.vrp,1,2807.194511,4327,3.506565986,15
P-n55-k8.vrp,1,3108.1155,3355,6.658972662,36
P-n55-k8.vrp,1,2830.777175,3988,4.860653483,24
P-n55-k8.vrp,1,2925.12453,3474,5.087370029,26
P-n55-k8.vrp,1,2900.957768,3478,6.029762053,32
P-n55-k8.vrp,1,2654.875974,5560,3.568733675,14
P-n55-k8.vrp,1,2478.694158,5114,3.778125928,16
P-n55-k8.vrp,1,2569.091768,4419,4.284437367,20
P-n55-k8.vrp,1,2474.795011,4830,3.880567194,17
P-n55-k8.vrp,1,2498.522645,4909,3.583615307,15
P-n55-k8.vrp,1,2788.960069,4295,3.65576615,16
P-n55-k8.vrp,1,2448.090286,5074,3.924401692,17
P-n55-k8.vrp,1,2489.607815,4744,3.865723718,17
P-n55-k8.vrp,1,2551.622995,4892,3.743704309,16
P-n55-k8.vrp,1,2535.435499,4413,4.436896308,21
P-n55-k8.vrp,1,2837.213196,3875,4.839687086,24
P-n55-k8.vrp,1,2768.95683,3895,4.993251391,25
P-n55-k8.vrp,1,2665.129545,4111,4.078714162,19
P-n55-k8.vrp,1,2651.608121,4308,4.272397457,20
P-n55-k8.vrp,1,2741.330263,3646,5.099746296,26
P-n55-k8.vrp,1,2577.808878,4428,3.972364337,18
P-n55-k8.vrp,1,2580.591265,4379,3.805882129,17
P-n55-k8.vrp,1,2563.403626,4499,4.299153766,20
P-n55-k8.vrp,1,2631.535988,4156,4.555748283,22
P-n55-k8.vrp,1,2484.94824,4611,4.626620868,22
P-n55-k8.vrp,1,2626.987943,4019,4.68633166,23
P-n55-k8.vrp,1,2669.931634,3958,4.994224569,25
P-n55-k8.vrp,1,2665.387303,3971,5.15359915,26
P-n55-k8.vrp,1,2490.040054,4576,3.990916206,18
P-n55-k8.vrp,1,2538.544237,4183,4.393099497,21
P-n55-k8.vrp,1,2522.344665,4520,3.826405303,17
P-n55-k8.vrp,1,3252.360001,3867,4.727376315,23
P-n55-k8.vrp,14,1957.233097,1823,1.828787209,8
P-n55-k8.vrp,14,2031.734119,1858,1.686480702,7
P-n55-k8.vrp,14,2017.533953,1896,1.692179916,7
P-n60-k10.vrp,1,3447.864643,4071,5.267725012,29
P-n60-k10.vrp,1,3395.484756,5773,3.682426558,16
P-n60-k10.vrp,1,2944.550888,5576,3.745778178,17
P-n60-k10.vrp,1,3494.061079,4188,4.859263797,26
P-n60-k10.vrp,1,3417.900052,3899,6.246644009,36
P-n60-k10.vrp,1,3423.550216,3771,6.080031195,35
P-n60-k10.vrp,1,3413.172706,3884,6.388131575,37
P-n60-k10.vrp,1,2917.72579,5438,4.441775941,22
P-n60-k10.vrp,1,2997.292685,4909,4.067445542,20
P-n60-k10.vrp,1,3062.019964,4991,3.799344211,18
P-n60-k10.vrp,1,2923.118806,5284,4.125930247,20
P-n60-k10.vrp,1,3110.98886,4199,5.544784565,31
P-n60-k10.vrp,1,3103.365866,4312,5.563927519,31
P-n60-k10.vrp,1,3108.930321,4251,5.553743252,31
P-n60-k10.vrp,1,3311.996743,4038,5.537128412,31
P-n60-k10.vrp,1,3012.202123,4349,5.127184875,28
P-n60-k10.vrp,1,2796.360279,5635,3.885515126,18
P-n60-k10.vrp,1,3134.464475,4948,3.799234871,18
P-n60-k10.vrp,1,2749.65307,5772,3.904858385,18
P-n60-k10.vrp,1,3218.258395,4314,4.274546942,22
P-n60-k10.vrp,1,2847.931818,5528,4.016585558,19
P-n60-k10.vrp,1,2968.996785,5133,4.104032296,20
P-n60-k10.vrp,1,2941.261408,5146,3.958842667,19
P-n60-k10.vrp,1,2979.389247,4881,4.205280901,21
P-n60-k10.vrp,1,3314.006945,4250,5.14086315,28
P-n60-k10.vrp,1,3146.690775,4198,5.69291254,32
P-n60-k10.vrp,1,3326.603325,4306,4.139693641,21
P-n60-k10.vrp,1,3169.697214,4498,3.723504915,18
P-n60-k10.vrp,1,3291.756277,3938,5.662024237,32
P-n60-k10.vrp,1,3241.486696,4096,5.829324465,33
P-n60-k10.vrp,1,3176.623284,4114,5.391944378,30
P-n60-k10.vrp,1,3051.110369,4630,3.879170999,19
P-n60-k10.vrp,1,3028.160038,4733,3.894968893,19
P-n60-k10.vrp,1,3107.527843,4346,3.834903666,19
P-n60-k10.vrp,1,3321.588779,4137,4.977095139,27
P-n60-k10.vrp,1,3328.022353,4123,4.975289784,27
P-n60-k10.vrp,1,3002.45346,4474,4.135879237,21
P-n60-k10.vrp,1,3028.857514,4323,4.545834505,24
P-n60-k10.vrp,1,2951.234952,4947,4.503257927,23
P-n60-k10.vrp,1,2983.169173,4423,4.269515691,22
P-n60-k10.vrp,1,3105.864511,4270,4.978294663,27
P-n60-k10.vrp,1,2689.532245,5988,3.936750681,18
